,제목,URL,조회수,업데이트 날짜,영상 길이,영상 좋아요 수,채널명
114,"드디어 소원성취하는 서울 VLOG Ep. 1 / 도산공원 맛집에서 밥 먹고, 인테리어 자재 구경하고, 샘플 옷 입고서 서울숲 산책하는 하루",https://www.youtube.com/watch?v=JgMHuEXoLwE,9042,2022-10-01,0:07:56,147,COLIZET콜리젯TV
115,"삶의 질 수직상승! 오랫동안 잘 관리하기 위한 꿀템 5가지 👍 옷, 가방/신발, 피부, 헤어, 생활습관 치트키 총정리",https://www.youtube.com/watch?v=E0M1YTuHycQ,23916,2022-09-26,0:25:08,435,COLIZET콜리젯TV
116,지금 알아두면 유용한 2022년 가을/겨울 가방 트렌드 | The 8 Best Fall/Winter Bag Trends,https://www.youtube.com/watch?v=BYZ6Mw_HAH0,38514,2022-09-19,0:06:50,675,COLIZET콜리젯TV
117,"센스 있는 가을 코디 아이템 7가지 / 티셔츠, 운동화, 양말, 맨투맨, 슬랙스, 블라우스, 헤어핀",https://www.youtube.com/watch?v=ydQUeVixbBM,77103,2022-09-07,0:11:09,548,COLIZET콜리젯TV
118,지금 알아두면 유용한 2022년 가을/겨울 패션 트렌드,https://www.youtube.com/watch?v=Dqc4TaGR-_8,31683,2022-08-30,0:08:12,749,COLIZET콜리젯TV
119,"두루두루 편하게 입기 좋은 홈웨어 5가지 😉 | BASERANGE, YJACK, JAJU, Jo's lounge",https://www.youtube.com/watch?v=OpqorhR40A0,12095,2022-08-25,0:16:04,186,COLIZET콜리젯TV
120,"찐으로 애정하는 인생템 클렌저 6가지 / 피부타입별, 제형별 꿀템 추천",https://www.youtube.com/watch?v=QM0BNLMarUs,9434,2022-08-07,0:17:43,155,COLIZET콜리젯TV
121,팁토우 네일 FW 신상 전 컬러 발색 & 셀프 네일 팁 💅🏻 | 🫒올영세일,https://www.youtube.com/watch?v=cki80p7rimg,2112,2023-08-30,0:07:24,41,Coral코랄
122,vlog. 배추랑 드디어 첫 산책 🐕 디저트 그릭모모🍑 베흐트 팝업💎 가성비 홈웨어 추천! (베이스레인지 l 얼바닉 l 베흐트 l 피브),https://www.youtube.com/watch?v=MPleV0QCIcM,1271,2023-08-08,0:16:30,28,Coral코랄
123,vlog. 나의 취향가득 여름 샌들ㅣ스킨케어는 이걸루 정착 할까봐요ㅣ시바 견주 일상 (자라ㅣ르메르ㅣ플리츠플리즈),https://www.youtube.com/watch?v=leXL6zOo9cU,1391,2023-07-31,0:19:20,26,Coral코랄
124,vlog. 이제 개족이다 시바 🐶 반려견과 함께하는 여름  일상 & 이쁜 핑크 셔츠도 구매했고 🤍 (얼바닉 l 낫띵리튼 ),https://www.youtube.com/watch?v=RoRsYE5RHls,2406,2023-07-12,0:12:42,52,Coral코랄
125,vlog. 여름맞이 목걸이 쇼핑💎 일단 시작하자 새로운 시작 한걸음 🗓 (온일 | 노티아 | 모노하 | 플리츠플리즈) 초록초록한 계절 즐겨주기🌳 💚,https://www.youtube.com/watch?v=gV9zX1r_W4s,2005,2023-06-21,0:16:32,45,Coral코랄
126,Vlog. 퇴사 후 영감 가득 채워 가는 일상🪹🪵 COS 팝업 | 디올 팝업 | MOSOON갤러리 | 오랜만에 모노하 쇼핑도 🛍,https://www.youtube.com/watch?v=VQimVyuOlsM,2551,2023-06-07,0:17:34,44,Coral코랄
127,Vlog. 5월 일상 모음 &뷰티팝업도 가고 & 올 여름은 어떤 아이템으로 채워갈까요? 👗🧺,https://www.youtube.com/watch?v=eEWIvU3KnuU,2058,2023-05-21,0:19:02,36,Coral코랄
128,Rouje 💋 제품으로 해본 글로우 메이크업에 프렌치 한스푼 🥣,https://www.youtube.com/watch?v=cm3DEDcqC5s,956,2023-05-03,0:13:54,27,Coral코랄
129,vlog. 인생 마스카라 찾았어요 & 출근 GRWM | 소소한 데일리룩 쇼핑 (뮤드 | 오브네어 | le17septembre),https://www.youtube.com/watch?v=HAOMPVSNgok,2466,2023-04-17,0:18:13,50,Coral코랄
130,"vlog. 봄 이니까! 플랫슈즈도 사고, 츄러스도 먹고, day off 로 힐링한 한주",https://www.youtube.com/watch?v=r2eehuu2h6Y,2913,2023-03-26,0:13:28,59,Coral코랄
131,봄 아우터 & 향수 추천 🌼 (노티아 | 링서울),https://www.youtube.com/watch?v=IJ7HIiSNw44,2998,2023-03-12,0:11:09,43,Coral코랄
132,Vlog. 생일 주간 고성여행 힐링모먼트 (서로재 | COS | 노티아) 강원도숙소추천 🏠🌿,https://www.youtube.com/watch?v=92qFYeJU9D8,2175,2023-03-02,0:16:49,35,Coral코랄
133,vlog. 주말이 제일 행복하다 연진아.. 봄 냄새나는 디저트도 먹고ㅣ 일주일 일상 & 출근룩 (노티아ㅣ 르917ㅣ 르메르 ㅣ 힌스쿠션 ),https://www.youtube.com/watch?v=vdAwcQXDlro,2267,2023-02-06,0:14:14,38,Coral코랄
134,Vlog. 일주일 출근룩 & 신년맞이 스킨 케어 추천 💦(코이 | 낫띵리튼 | 르17 | 바티스트) 🧣👢파마 또 했어요,https://www.youtube.com/watch?v=o3v4gGSQY70,2283,2023-01-25,0:14:23,33,Coral코랄
135,나만 알고 싶은 ✨ 1년 동안 잘 사용한 주얼리 아이템💍 (르메르 | 파르테즈 | 콜드프레임),https://www.youtube.com/watch?v=MaKEEdW2Ysw,2561,2022-12-30,0:10:57,53,Coral코랄
136,올 겨울 MLBB 립은 이걸루.. 글로우 & 매트 💄 (힌스 | 피브 | 헉슬리 | 나스),https://www.youtube.com/watch?v=3C-M3rUqncE,6807,2022-12-28,0:07:20,72,Coral코랄
137,겨울 보습 아이템 & 글로우 수채화 메이크업 (달바 반반크림 일주일 사용후기 ㅣ멜릭서ㅣ피브),https://www.youtube.com/watch?v=maN-_XyFWB4,3295,2022-12-26,0:14:43,25,Coral코랄
138,"Vlog. 월동준비 아이템 (le17septembreㅣ얼바닉ㅣ낫띵리튼) 🧤🧶 서순라길에서 마지막 가을 즐기기, 소곱창 먹고 심쿵사 당한 사연 🐶",https://www.youtube.com/watch?v=uK5hV2KZdFY,4334,2022-12-12,0:18:31,60,Coral코랄
139,가을룩북. 지금 부터 겨울까지 같이 입어요! (Le17septembre l 노티아 l 아카이브앱크 l 낫띵리튼 l 노이어)👢🧶🍁,https://www.youtube.com/watch?v=TPfW5pRhkzE,9287,2022-11-06,0:17:23,152,Coral코랄
140,Vlog. 지금 봐야 하는 가을전시(탬버린즈ㅣ장줄리앙ㅣ미메시스아트뮤지엄) & 가을룩 (노티아ㅣ노이어ㅣ낫띵리튼)🍁,https://www.youtube.com/watch?v=eCe2xaKyxsI,1606,2022-10-22,0:11:54,28,Coral코랄
141,GRWM. 힌스 팝업 다녀왔어요 💌  & 같이 준비하는 가을 메이크업 (힌스 향수 / 클리오 쿠션 / 나스 에어매트 틴트),https://www.youtube.com/watch?v=GIiJfhNtfOo,2890,2022-10-13,0:16:14,38,Coral코랄
142,Vlog. 가을 준비 해야죠? (낫띵리튼ㅣ모노하ㅣ아카이브앱크) 나스 신상립 구매! 일주일 출근룩 & 한강뷰 힐링스팟 발견(타이프커피),https://www.youtube.com/watch?v=eIQstl70FuM,12182,2022-09-23,0:13:31,118,Coral코랄
143,vlog. 9월 올영세일 추천템ㅣ아카이브앱크 fwㅣ아파트먼트 폴🪑🛋🚪 그리고 간식추천 (연리희재ㅣ오마이호두),https://www.youtube.com/watch?v=9378LTNRZiQ,1698,2022-09-04,0:17:14,26,Coral코랄
144,GRWM. 고급스러운 하객 메이크업 & 로우번 이쁘게 묶는 법 & 귀걸이 쇼핑 (onillㅣhinceㅣshaishaishaiㅣ네이밍ㅣ샤넬),https://www.youtube.com/watch?v=JSzKT4a-dAE,2596,2022-08-28,0:16:15,61,Coral코랄
145,Vlog. 일주일 출근룩 으로 무얼 입었을까요? & 초당옥수수 마카롱 먹으러 망원동 가기 🌽 (노티아ㅣlemarieㅣle17septembreㅣArchivepkeㅣ미완성식탁),https://www.youtube.com/watch?v=8J_UGsL1630,2344,2022-08-08,0:15:28,59,Coral코랄
146,☀️여름 올리브영 잘산템👍 VS 아쉽템들👎,https://www.youtube.com/watch?v=Y4jTzSYK91M,20655,2023-07-21,0:09:34,372,DAISY 데이지
147,장마대비💧내돈내산 레인부츠 6종 사봤습니다(장단점 리뷰)☔,https://www.youtube.com/watch?v=AJbl2fPbfK4,13418,2023-07-17,0:07:23,312,DAISY 데이지
148,어디서도 본 적 없는 질 케어 마켓이 옵니다💧(렛츠인클리어 반값마켓),https://www.youtube.com/watch?v=v4D_NQoFJqQ,9089,2023-07-16,0:04:59,200,DAISY 데이지
149,"가정용 제모의료기기, 제가 대신 써봤습니다",https://www.youtube.com/watch?v=E8NsHjHnsm4,22332,2023-07-14,0:06:43,247,DAISY 데이지
150,요즘 이런 것도 나와?!✨여름대비 파데프리 신상/대세템 6종 살까말까?,https://www.youtube.com/watch?v=x1NMESrBX-8,39981,2023-07-09,0:11:48,777,DAISY 데이지
151,잡다함 주의❌태국 푸켓 여행 지름신 바로 나야 나 (쇼핑/선물 추천템),https://www.youtube.com/watch?v=R0cAAtgfw5o,12163,2023-06-30,0:12:57,307,DAISY 데이지
152,🔥샵사이다 비키니 수영복 6종 팩폭리뷰 & 환불 방법이 신기하네?,https://www.youtube.com/watch?v=kC2HHqOxuDk,20832,2023-06-23,0:10:15,380,DAISY 데이지
153,광고❌여름 따끈 신상 쿠션 4종 팩폭리뷰! 이거 안 보고 사면 손해라규요🔥🔥,https://www.youtube.com/watch?v=_ERRHT9NKQI,40279,2023-06-11,0:08:19,666,DAISY 데이지
154,그 동안 감사했습니다,https://www.youtube.com/watch?v=CAKk8r_mV_c,27911,2023-05-13,0:08:01,245,DAISY 데이지
155,광고❌한 달이면 달라지는 목주름 개선팁 & 습관들,https://www.youtube.com/watch?v=asp-F4SFeXA,32353,2023-04-14,0:08:34,1127,DAISY 데이지
156,칙칙한 얼굴 5분만에 밝아지는 토닝 마사지 팁(미리미리 잡티케어),https://www.youtube.com/watch?v=ORtTicCFPeM,18413,2023-04-11,0:07:23,225,DAISY 데이지
157,(EVENT) 선크림을 발라도 민감하고 붉어진다면 오세요☀️🆘,https://www.youtube.com/watch?v=UrDX7iaRcOY,18376,2023-04-02,0:07:36,238,DAISY 데이지
158,고치지 않으면 후회하는 20대 30대를 위한 깨달음(마인드셋/인간관계/동안관리법),https://www.youtube.com/watch?v=lRhSiviMtx0,216185,2023-04-01,0:07:53,8641,DAISY 데이지
159,나의 Y존 체육관에 온 걸 환영해 연진아,https://www.youtube.com/watch?v=ThfYhcp8H0o,19489,2023-03-24,0:06:11,226,DAISY 데이지
160,아멜리 보라쿠션 vs 도화쿠션 간단비교✨나에겐 뭐가 어울릴까?,https://www.youtube.com/watch?v=dVoz0DAswVM,78485,2023-03-22,0:05:42,796,DAISY 데이지
161,NEW 울트라뿅뿅매직완드 마켓🔞(어른들만 오세요),https://www.youtube.com/watch?v=t9q4-03Tho8,30149,2023-03-17,0:07:38,408,DAISY 데이지
162,[찍먹리뷰]신상 보다나 스팀다리미..아니 스팀고데기가 나왔다고요?🐳💧,https://www.youtube.com/watch?v=ZmDJwmp3oqg,29155,2023-03-08,0:07:30,341,DAISY 데이지
163,모공피지 찐으로 효과 본 올리브영 추천템들👍👍,https://www.youtube.com/watch?v=ilxzAgq-t-A,26115,2023-03-03,0:09:14,412,DAISY 데이지
164,요즘 잘 산 온갖 아이템들👌 vs 후회템들🥕,https://www.youtube.com/watch?v=nJEuk9uV4yE,40385,2023-02-25,0:11:44,928,DAISY 데이지
165,민감한 그 날 피부를 책임질 역대급 파티온 마켓이 옵니다💚,https://www.youtube.com/watch?v=mYvRK2aI1Bw,15648,2023-02-18,0:08:44,218,DAISY 데이지
166,2023 요즘 나온 쿠션 6종 살까말까?,https://www.youtube.com/watch?v=SfkrowFj-F4,120421,2023-02-11,0:12:40,1561,DAISY 데이지
167,새해맞이 랜덤 고민상담소! 근데 정말 랜덤이었다고 한다..😉,https://www.youtube.com/watch?v=cEHtitR8T-k,10243,2023-01-12,0:20:03,297,DAISY 데이지
168,얼굴이 슝 작아진다?! 괄사 마사지 딱 5분만 해보세요🔥🔥,https://www.youtube.com/watch?v=z5i7kwe9NZM,22158,2023-01-01,0:07:34,647,DAISY 데이지
169,"2022 올리브영 카테고리별 1위 몽땅리뷰!!! (쿠션, 클렌징, 틴트, 패드, 이너뷰티, etc.)",https://www.youtube.com/watch?v=k95WAHONY0Q,31440,2022-12-24,0:10:28,583,DAISY 데이지
170,과몰입하게 되는 요즘 로맨스 웹툰 3대장 추천리뷰🔥,https://www.youtube.com/watch?v=Bl919IYFeFw,24799,2022-12-17,0:10:00,509,DAISY 데이지
171,(광고❌)기분이 몽글몽글해지는 갓성비 연말 선물 하울🎁🎄,https://www.youtube.com/watch?v=3eJOIAxpHTQ,27655,2022-12-09,0:07:57,663,DAISY 데이지
172,얼굴형 달라지고 싶다면 화장대에 이것부터 바꾸세요❗ (초한정수량 반값마켓),https://www.youtube.com/watch?v=s0CvCAycL18,31376,2022-12-06,0:10:50,406,DAISY 데이지
173,여자들이 올리브영에 가야 할 이유가 또 생겼습니다🔥🔥,https://www.youtube.com/watch?v=0ekGruKqNnA,33482,2022-11-26,0:08:45,575,DAISY 데이지
174,월경이 불편하고 부담스러운 모든 여성들에게(feat.라엘),https://www.youtube.com/watch?v=pujUpB6-5ps,33542,2022-11-21,0:10:02,242,DAISY 데이지
175,나의 은밀한 덕질취향(?) 2022 왓츠인마이백 (feat.반말모드),https://www.youtube.com/watch?v=Jxl0iZ5iaZE,22169,2022-11-15,0:11:56,526,DAISY 데이지
176,그레이의 50가지 그림자 한국판 남주인공 뽑기🔥,https://www.youtube.com/watch?v=O90ncCTjBlA,17857,2022-10-19,0:07:06,318,DAISY 데이지
177,30kg가 빠진다고? Y존 마사지를 한 달간 직접 해봤는데..🔥,https://www.youtube.com/watch?v=HknhEOUnim0,244687,2022-10-08,0:06:02,6181,DAISY 데이지
178,EVENT 쩍쩍 갈라진 피부를 살려줄 올리브영 숨꿀템 랭킹 -아비브편- 🍯,https://www.youtube.com/watch?v=aTovyZ9Rf64,24850,2022-10-01,0:09:17,341,DAISY 데이지
179,장인은 도구탓합니다. 내돈내산 찐 브러쉬 소개,https://www.youtube.com/watch?v=ScQG8TgEz3U,21324,2022-09-30,0:05:57,493,DAISY 데이지
180,색감 Mㅣ쳤다..나만 알고 싶은 이시국틴트 10종 퀵 리뷰(광고❌),https://www.youtube.com/watch?v=9D3otbRmV9k,48979,2022-09-03,0:05:17,1107,DAISY 데이지
181,"3병 째 비운 만능에센스, 인기 너무 많아서 크게 만들었습니다😎",https://www.youtube.com/watch?v=YrYPn7r2rwM,18956,2022-08-27,0:07:40,317,DAISY 데이지
182,"광고❌8월 올리브영 신상인기템들, 살까❔말까❓",https://www.youtube.com/watch?v=NxUHz_6vshQ,47343,2022-08-26,0:07:06,905,DAISY 데이지
183,피부가 왕창 뒤집어진 이유..💢 갓성비 복구템 총정리! 🚨,https://www.youtube.com/watch?v=QzMC7HTLDD4,48125,2022-08-20,0:07:09,999,DAISY 데이지
184,주말 밤 새우면서 보는 넷플릭스&왓챠 애니추천 1탄!🔥,https://www.youtube.com/watch?v=DIZ28VYrB5A,25517,2022-08-13,0:14:03,468,DAISY 데이지
185,"6개월간 셀프 Y존 왁싱🔥하고 느낀 점(장단점, 왁싱팁, 관리템 추천)",https://www.youtube.com/watch?v=Z2Q5e-31kao,273074,2022-08-05,0:07:21,2681,DAISY 데이지
186,"직장인 가슴 성형 2개월차 찐후기 벌써 적응 되었어요,,",https://www.youtube.com/watch?v=2P_isXJEvc4,8236,2023-01-14,0:06:15,40,DrDr
187,[Vlog] 직장인 브이로그 | 퇴근 후 잘 준비 일상 | 스킨케어 루틴,https://www.youtube.com/watch?v=41BEjR21rpw,756,2023-01-01,0:04:53,7,DrDr
188,VLOG l 1월에 알차게 보낸날 기록📌ㅣ공방가서 처음으로 반지 만들기💍ㅣ아쿠아리움 가서 아기들 보다 더 신나버리기🐠🐟🐋🦭🦦,https://www.youtube.com/watch?v=-cqzqOjcDO8,320,2023-03-10,0:14:33,,Hazel하정
189,VLOG l 흐린 이틀동안 밖순이의 하루☁️ ❍ 성수 나들이 ❍ 연희동 나들이 (래뮤/ 데스툴 /잭슨카멜레온 등등),https://www.youtube.com/watch?v=ZU07uFKf_Sk,435,2023-02-05,0:12:15,,Hazel하정
190,"My favorites💗 l 스무개 될 뻔한 2022년에 잘 쓴 소소한 아이템들 1편(아크테릭스 ,Cosymosy, 모남희 ,핸드크림 등등..)",https://www.youtube.com/watch?v=ksRXsebNIdM,3902,2023-01-19,0:28:32,,Hazel하정
191,"관리의 날  [𝐕𝐋𝐎𝐆] 🧖🏻‍♀️💉허벅지 캣주사, 올리브영 딥푸룬주스 디톡스🫐, 챙겨먹는 비타민&다이어트 식품, 해밀턴호텔 수영장, 당근마켓 거래ㅣ8월 일상 브이로그",https://www.youtube.com/watch?v=NtPe3uEj0as,2049,2023-08-29,0:24:23,47.0,"hello,jiyoung안녕하신지영"
192,"𝟐𝟒 𝐕𝐋𝐎𝐆 혼자놀기 딱좋은 장소들🪂귀욤.뽀짝 나의 첫 애마🏍,  남영역 카페추천, 반포한강공원, 엑스라이더 미니",https://www.youtube.com/watch?v=NDLii5ENgbo,1652,2023-08-21,0:17:21,45.0,"hello,jiyoung안녕하신지영"
193,"친구들과 당일치기 여름휴가🏖𝑽𝑳𝑶𝑮 🏖 먹고. 수영하고. 또먹고. 🍉 장흥한옥수영장, 서울근교 휴가지추천, 여름방학브이로그",https://www.youtube.com/watch?v=QcS_x6yiRqY,1369,2023-08-14,0:14:08,43.0,"hello,jiyoung안녕하신지영"
194,"셀프 인테리어#4 /  귀여운 NEW 쿠션소개👛 / 나만의 포토존 만들기🤳🏻/ 페브릭 포스터, 집꾸미기, 방구조 바꾸기, 뚜누 하울, 인테리어 소품 추천",https://www.youtube.com/watch?v=O3Pv8Q-6VsA,1358,2023-08-07,0:09:18,40.0,"hello,jiyoung안녕하신지영"
195,"𝟑 𝐃𝐚𝐲여름 데일리룩👗, 드디어 바뀐 몸무게 앞자리(ft,  새 수영복👙), 들기름 막국수&수영 수업, 스카르파 운동화ㅣ what i do in a week",https://www.youtube.com/watch?v=b7-H0kCKSRk,3030,2023-07-31,0:22:03,56.0,"hello,jiyoung안녕하신지영"
196,"잠원 한강수영장 주말 오픈런 𝐕𝐋𝐎𝐆  🏊🏻‍♀️  🌊👙명당자리 추천(파라솔 제발 피해🏖), 새 수영복, 접영 연습ㅣ수영일기 #3",https://www.youtube.com/watch?v=mKjRp2a1snM,2789,2023-07-27,0:07:22,40.0,"hello,jiyoung안녕하신지영"
197,"𝙉𝙀𝙒 카메라, 전기자전거와 함께하는 [𝐕𝐋𝐎𝐆] ⛑ 자기혐오에서 벗어나는 방법, 황당한 수영장 썰, 헬멧언박싱, 다이어트 식단🌮 Diary of July #2",https://www.youtube.com/watch?v=xGGpqCAGf54,1624,2023-07-24,0:20:38,41.0,"hello,jiyoung안녕하신지영"
198,"광고❌여름 찐.템으로 지속력높은 누디 웜메이크업🌞 실패없는 립조합💄 여름 쿠션 추천 등등등 / 사실, 난 쿨톤이지 GRWM",https://www.youtube.com/watch?v=dNdSxqU5gLI,2483,2023-07-17,0:20:46,44.0,"hello,jiyoung안녕하신지영"
199,"[-𝟐𝐤𝐠] 일주일동안 내가 먹고, 입고, 운동하고, 일한것들 📹 매일 몸무게재기⏲ 수영&헬스 운동기록🏄🏻‍♀️ 다이어트식단🍅  what i eat in a week",https://www.youtube.com/watch?v=gDLZG0wr7tI,2451,2023-07-10,0:23:46,48.0,"hello,jiyoung안녕하신지영"
200,"여름 가방 뭐사지?! 🎒운동러 필수 숄더백, 유니크한 실버백, 기본템까지 취향별로🌟 나만 알고픈가방들 모음집 ㅣ스탠드오일, 포센, 일리오, 이에이에, 썸웨어버터, 그로브.",https://www.youtube.com/watch?v=CEKctGfuJYo,2864,2023-07-03,0:13:14,63.0,"hello,jiyoung안녕하신지영"
201,"셀프 인테리어#3 🪟블라인드 설치 & DIY 타일러그로 집분위기 바꾸기 🧡ㅣ드레스룸 최초공개, 핑크 블라인드, 오렌지 러그 추천",https://www.youtube.com/watch?v=yKUHDF8_x1c,2340,2023-05-30,0:15:33,47.0,"hello,jiyoung안녕하신지영"
202,"지그재그x백예린 아이템 직접사서 입어봤다💘 지.돈.지.산. 리뷰👗ㅣ여름 원피스, 목걸이&선글라스, 워커&샌들까지ㅣ여름맞이 패션하울🛍",https://www.youtube.com/watch?v=oo_E9szlsi0,5152,2023-05-22,0:14:20,73.0,"hello,jiyoung안녕하신지영"
203,식단없이 2주만에 3kg 빠졌다🫢!! 배영 시작 🏊🏻‍♀️ 🏊🏻‍♀️  수영 다이어트 후기ㅣ나의 수영일기2 화 📔,https://www.youtube.com/watch?v=eBQkiEsyU_k,3903,2023-05-15,0:13:51,42.0,"hello,jiyoung안녕하신지영"
204,"셀프 레드염색하는 날💇🏻‍♀️❤️‍🔥, 존예 COOL 퍼플립🍇, 1일 1팩 추천🥣 ㅣ24시간 브이로그 ft, 올리브영 푸딩염색 추천 !",https://www.youtube.com/watch?v=binSfuN3MoY,35664,2023-05-01,0:18:06,333.0,"hello,jiyoung안녕하신지영"
205,"4월 꿀템들! 같이 언박싱해요🌷여름맞이 침구&잠옷 소개, 에이딕트 최애향수, 파란색 립앤치크까지 💙Unobixng Day in april",https://www.youtube.com/watch?v=d3Ozq4J2DUQ,2207,2023-04-24,0:19:49,,"hello,jiyoung안녕하신지영"
206,수영장 텃세 진짜 존재할까..? 수영 다이어트 시작 🏊🏻‍♀️👙 실내 수영복&수영아이템 추천! 언박싱! / 나의 수영일기 #1화 📔,https://www.youtube.com/watch?v=enVYR-QfUGo,15183,2023-04-17,0:16:30,140.0,"hello,jiyoung안녕하신지영"
207,"전시회 VLOG 🎨뮤지엄 산 안도타다오 첫 개인전, 지영 도슨트 투어👠 ㅣ원주 브이로그, 일상 브이로그, 전시 청춘 🍏ㅣMUSEUM SAN",https://www.youtube.com/watch?v=A0fthBDt0PY,2179,2023-04-10,0:12:25,44.0,"hello,jiyoung안녕하신지영"
208,"성수동 데이트💏 사랑니 발치하다 중단된 사연까지🦷ㅣ스탠드오일 팝업, 성수동 맛집, 언박싱ㅣ3월 일상 브이로그",https://www.youtube.com/watch?v=yH6iEmRF7-I,1884,2023-03-30,0:12:15,37.0,"hello,jiyoung안녕하신지영"
