,Unnamed: 0,유투버,월,연도,평균 조회수,평균 영상 좋아요 수,영상개수,구독자,구독자 성장율,감성점수,평균_영상간격,null_지속,충성시청자_비율,구독자점수,조회수점수,충성도점수
492,492,tency텐씨,7,2023,,,0,37200.0,0.9973190348525468,,,9,,6.0,0.0,0.0
493,493,tency텐씨,8,2023,,,0,37100.0,0.9973118279569892,,,10,,6.0,0.0,0.0
494,494,VIVA여나,8,2022,,,0,2870.0,0.9965277777777778,,,6,,3.0,0.0,0.0
495,495,VIVA여나,9,2022,,,0,2880.0,1.0034843205574913,,,7,,3.0,0.0,0.0
496,496,VIVA여나,10,2022,,,0,2880.0,1.0,,,8,,3.0,0.0,0.0
497,497,VIVA여나,11,2022,68700.5,405.5,2,2900.0,1.0069444444444444,0.8416975580867211,9.0,0,0.0,3.0,15.0,2.0
498,498,VIVA여나,12,2022,,,0,2930.0,1.0103448275862068,,,1,,3.0,0.0,0.0
499,499,VIVA여나,1,2023,,,0,2950.0,1.006825938566553,,,2,,3.0,0.0,0.0
500,500,VIVA여나,2,2023,,,0,2990.0,1.0135593220338983,,,3,,3.0,0.0,0.0
501,501,VIVA여나,3,2023,,,0,3020.0,1.0100334448160535,,,4,,3.0,0.0,0.0
502,502,VIVA여나,4,2023,,,0,3030.0,1.0033112582781456,,,5,,3.0,0.0,0.0
503,503,VIVA여나,5,2023,,,0,3050.0,1.006600660066007,,,6,,3.0,0.0,0.0
504,504,VIVA여나,6,2023,,,0,3070.0,1.0065573770491802,,,7,,3.0,0.0,0.0
505,505,VIVA여나,7,2023,,,0,3070.0,1.0,,,8,,3.0,0.0,0.0
506,506,VIVA여나,8,2023,,,0,3090.0,1.006514657980456,,,9,,3.0,0.0,0.0
507,507,wandashow,8,2022,28501.0,583.2727272727273,11,74700.0,1.0026845637583892,0.7053284823496413,2.7,0,0.1213017751479289,9.0,12.0,6.0
508,508,wandashow,9,2022,37634.33333333334,714.2222222222222,9,75100.0,1.0053547523427042,0.735039968447194,3.375,0,0.0871369294605809,9.0,15.0,4.0
509,509,wandashow,10,2022,24588.0,518.1666666666666,6,75100.0,1.0,0.7363193076266985,4.8,0,0.1241379310344827,9.0,12.0,6.0
510,510,wandashow,11,2022,30164.33333333333,566.5555555555555,9,75100.0,1.0,0.7365127039366755,2.625,0,0.1698113207547169,9.0,12.0,8.0
511,511,wandashow,12,2022,29099.66666666667,499.1666666666667,6,75000.0,0.9986684420772304,0.6965610732506845,5.2,0,0.1481481481481481,9.0,12.0,6.0
512,512,wandashow,1,2023,27215.0,764.0,1,74800.0,0.9973333333333332,0.5968739057833192,,1,0.0294117647058823,9.0,12.0,2.0
513,513,wandashow,2,2023,33629.5,659.75,4,74600.0,0.997326203208556,0.7162608042460721,6.0,0,0.0615384615384615,9.0,12.0,4.0
514,514,wandashow,3,2023,19618.33333333333,439.6666666666667,6,74500.0,0.9986595174262736,0.6667692592988411,4.0,0,0.11875,9.0,12.0,6.0
515,515,wandashow,4,2023,24056.83333333333,494.6666666666667,6,74400.0,0.9986577181208054,0.6984313972700726,3.0,0,0.1333333333333333,9.0,12.0,6.0
516,516,wandashow,5,2023,20624.0,432.0,1,74100.0,0.995967741935484,0.6419129672191911,,1,0.0,9.0,12.0,2.0
517,517,wandashow,6,2023,108837.0,2945.5,2,74300.0,1.0026990553306343,0.8040860275185205,4.0,0,0.0726698262243285,9.0,15.0,4.0
518,518,wandashow,7,2023,42369.66666666666,899.8333333333334,6,74400.0,1.0013458950201883,0.7959860637921014,5.4,0,0.1713810316139767,9.0,15.0,8.0
519,519,wandashow,8,2023,28359.4,643.8,5,74300.0,0.9986559139784946,0.7655855686062634,7.25,0,0.110655737704918,9.0,12.0,6.0
520,520,yootrue_in_air,8,2022,153707.8,2239.6,5,435000.0,1.0092807424593968,0.6785657284333393,4.4,0,0.0863453815261044,15.0,15.0,4.0
521,521,yootrue_in_air,9,2022,228123.5,4051.0,2,437000.0,1.0045977011494254,0.8326154272350661,6.0,0,0.0374707259953161,15.0,15.0,2.0
522,522,yootrue_in_air,10,2022,162956.25,2515.25,4,439000.0,1.0045766590389016,0.756278406862078,6.333333333333333,0,0.0583756345177665,15.0,15.0,4.0
523,523,yootrue_in_air,11,2022,176040.3333333333,2200.666666666667,6,441000.0,1.0045558086560364,0.6700440905788615,4.4,0,0.1026119402985074,15.0,15.0,6.0
524,524,yootrue_in_air,12,2022,186767.5,2692.5,6,443000.0,1.0045351473922903,0.7049522175013464,5.6,0,0.0777957860615883,15.0,15.0,4.0
525,525,yootrue_in_air,1,2023,210007.7142857143,3348.285714285714,7,449000.0,1.0135440180586908,0.7865219878155428,4.5,0,0.0824561403508772,15.0,15.0,4.0
526,526,yootrue_in_air,2,2023,170833.0,2624.2,5,452000.0,1.0066815144766148,0.6075288762562092,4.75,0,0.1017543859649122,15.0,15.0,6.0
527,527,yootrue_in_air,3,2023,144725.5,2485.125,8,455000.0,1.0066371681415929,0.7310305726245266,4.285714285714286,0,0.1126070991432068,15.0,15.0,6.0
528,528,yootrue_in_air,4,2023,120522.6,1735.4,5,455000.0,1.0,0.6065897853448124,6.0,0,0.0629722921914357,15.0,15.0,4.0
529,529,yootrue_in_air,5,2023,130945.6,1924.8,5,456000.0,1.0021978021978022,0.69265528192013,6.75,0,0.0573951434878587,15.0,15.0,4.0
530,530,yootrue_in_air,6,2023,100591.1666666667,1412.0,6,458000.0,1.0043859649122806,0.6590482703133711,5.0,0,0.0533333333333333,15.0,15.0,4.0
531,531,yootrue_in_air,7,2023,143814.0,2011.2,5,459000.0,1.002183406113537,0.6875924055789514,5.5,0,0.0521091811414392,15.0,15.0,4.0
532,532,yootrue_in_air,8,2023,58613.6,945.6,5,459000.0,1.0,0.5813806184605841,7.0,0,0.0684410646387832,15.0,15.0,4.0
533,533,zoopeach 지우,8,2022,,,0,13200.0,1.0,,,9,,6.0,0.0,0.0
534,534,zoopeach 지우,9,2022,22713.0,339.0,1,13100.0,0.9924242424242424,0.5119095831005661,,10,0.0,6.0,12.0,2.0
535,535,zoopeach 지우,10,2022,,,0,13100.0,1.0,,,11,,6.0,0.0,0.0
536,536,zoopeach 지우,11,2022,4343.5,91.0,2,13200.0,1.0076335877862594,0.4171826206147671,10.0,0,0.1111111111111111,6.0,6.0,6.0
537,537,zoopeach 지우,12,2022,,,0,13200.0,1.0,,,1,,6.0,0.0,0.0
538,538,zoopeach 지우,1,2023,24832.0,496.0,1,13200.0,1.0,0.3906913616440512,,2,0.0666666666666666,6.0,12.0,4.0
539,539,zoopeach 지우,2,2023,,,0,13300.0,1.0075757575757576,,,3,,6.0,0.0,0.0
540,540,zoopeach 지우,3,2023,3165.0,69.0,1,13200.0,0.9924812030075189,0.6755436261494955,,4,0.0,6.0,6.0,2.0
541,541,zoopeach 지우,4,2023,,,0,13200.0,1.0,,,5,,6.0,0.0,0.0
542,542,zoopeach 지우,5,2023,2563.0,34.0,1,13200.0,1.0,0.4175699353218078,,6,0.0,6.0,3.0,2.0
543,543,zoopeach 지우,6,2023,,,0,13200.0,1.0,,,7,,6.0,0.0,0.0
544,544,zoopeach 지우,7,2023,,,0,13200.0,1.0,,,8,,6.0,0.0,0.0
545,545,zoopeach 지우,8,2023,,,0,13100.0,0.9924242424242424,,,9,,6.0,0.0,0.0
546,546,강성,8,2022,16642.0,457.0,1,24400.0,1.0166666666666666,0.6290800856783035,,2,0.0,6.0,12.0,2.0
547,547,강성,9,2022,,,0,24800.0,1.0163934426229508,,,3,,6.0,0.0,0.0
548,548,강성,10,2022,,,0,25100.0,1.0120967741935485,,,4,,6.0,0.0,0.0
549,549,강성,11,2022,5328.0,200.0,2,25400.0,1.0119521912350598,0.6906656324863434,7.0,0,0.0,6.0,6.0,2.0
550,550,강성,12,2022,5001.0,171.0,1,25700.0,1.0118110236220472,0.7250636716683706,,1,0.0,6.0,6.0,2.0
551,551,강성,1,2023,17110.5,444.0,2,26100.0,1.0155642023346303,0.7461061801725221,9.0,0,0.0408163265306122,6.0,12.0,2.0
552,552,강성,2,2023,9790.0,312.0,1,26500.0,1.0153256704980842,0.6457031041383743,,1,0.0,6.0,9.0,2.0
553,553,강성,3,2023,4862.0,154.0,1,26900.0,1.0150943396226415,0.455709969624877,,2,0.0,6.0,6.0,2.0
554,554,강성,4,2023,2300.0,59.0,1,27200.0,1.0111524163568772,0.3590214649836222,,3,0.0,6.0,3.0,2.0
555,555,강성,5,2023,8280.5,285.5,2,27600.0,1.0147058823529411,0.7556315443438032,4.0,0,0.1935483870967742,6.0,9.0,8.0
556,556,강성,6,2023,,,0,27900.0,1.0108695652173914,,,1,,6.0,0.0,0.0
557,557,강성,7,2023,5735.0,775.0,1,28200.0,1.010752688172043,0.8041414435093219,,2,0.0,6.0,6.0,2.0
558,558,강성,8,2023,,,0,28500.0,1.0106382978723405,,,3,,6.0,0.0,0.0
559,559,거노건호geonoGH,8,2022,,,0,116000.0,1.0,,,3,,12.0,0.0,0.0
560,560,거노건호geonoGH,9,2022,9347.666666666666,68.0,3,116000.0,1.0,0.5586678300585065,13.5,0,0.05,12.0,9.0,4.0
561,561,거노건호geonoGH,10,2022,4532.666666666667,63.0,3,116000.0,1.0,0.4239987090781883,3.0,0,0.2142857142857142,12.0,6.0,8.0
562,562,거노건호geonoGH,11,2022,3516.5,39.0,2,116000.0,1.0,0.4984102947637439,3.0,0,0.0769230769230769,12.0,6.0,4.0
563,563,거노건호geonoGH,12,2022,,,0,116000.0,1.0,,,1,,12.0,0.0,0.0
564,564,거노건호geonoGH,1,2023,,,0,115000.0,0.9913793103448276,,,2,,12.0,0.0,0.0
565,565,거노건호geonoGH,2,2023,,,0,115000.0,1.0,,,3,,12.0,0.0,0.0
566,566,거노건호geonoGH,3,2023,2743.0,55.0,1,115000.0,1.0,,,4,,12.0,6.0,0.0
567,567,거노건호geonoGH,4,2023,2276.0,37.0,1,115000.0,1.0,0.581492230296135,,5,0.0,12.0,3.0,2.0
568,568,거노건호geonoGH,5,2023,1609.0,34.0,2,114000.0,0.991304347826087,0.4457885185877482,5.0,0,0.1666666666666666,12.0,3.0,8.0
569,569,거노건호geonoGH,6,2023,4617.666666666667,54.0,3,114000.0,1.0,0.4737233485494341,7.0,0,0.1111111111111111,12.0,6.0,6.0
570,570,거노건호geonoGH,7,2023,5821.0,65.0,1,114000.0,1.0,0.8254825257021805,,1,0.0,12.0,6.0,2.0
571,571,거노건호geonoGH,8,2023,3728.0,30.0,1,113000.0,0.9912280701754386,0.5439493051346611,,2,0.0,12.0,6.0,2.0
572,572,고태용,8,2022,4767.5,98.5,4,10000.0,1.1074197120708749,0.7448049820475764,7.0,0,0.3409090909090909,3.0,6.0,10.0
573,573,고태용,9,2022,7642.2,188.6,5,10600.0,1.06,0.8086879364691063,7.0,0,0.1494252873563218,3.0,9.0,6.0
574,574,고태용,10,2022,4226.25,148.75,4,11100.0,1.0471698113207548,0.6796306769964527,7.0,0,0.2555555555555555,3.0,6.0,8.0
575,575,고태용,11,2022,4217.5,104.5,4,11200.0,1.009009009009009,0.6695528533835869,7.0,0,0.2638888888888889,3.0,6.0,8.0
576,576,고태용,12,2022,5082.0,96.8,5,11400.0,1.0178571428571428,0.7069830150674965,7.0,0,0.275,3.0,6.0,8.0
577,577,고태용,1,2023,3353.5,80.5,6,11600.0,1.0175438596491229,0.7319605744601599,4.4,0,0.25,3.0,6.0,8.0
578,578,고태용,2,2023,5556.0,123.4,5,11900.0,1.0258620689655171,0.7046564527227497,5.25,0,0.1463414634146341,3.0,6.0,6.0
579,579,고태용,3,2023,3231.0,92.2,5,12000.0,1.0084033613445378,0.6427575700019362,7.0,0,0.3939393939393939,3.0,6.0,10.0
580,580,고태용,4,2023,3731.0,80.0,4,12100.0,1.0083333333333333,0.522732230524222,7.666666666666667,0,0.3461538461538461,3.0,6.0,10.0
581,581,고태용,5,2023,3861.0,162.0,1,12200.0,1.008264462809917,0.7282902005861497,,1,0.0441176470588235,3.0,6.0,2.0
582,582,고태용,6,2023,3583.25,173.75,4,12300.0,1.0081967213114753,0.6475285245879772,4.666666666666667,0,0.2763819095477386,6.0,6.0,8.0
583,583,고태용,7,2023,4234.4,139.8,5,12500.0,1.016260162601626,0.6748107594408029,7.0,0,0.2890625,6.0,6.0,8.0
584,584,고태용,8,2023,4980.0,133.75,4,12700.0,1.016,0.6313172589931915,7.0,0,0.2608695652173913,6.0,6.0,8.0
585,585,궁달언니,8,2022,12638.90909090909,285.5454545454546,11,32000.0,1.0126582278481011,0.7058900730858604,2.5,0,0.1546391752577319,6.0,9.0,6.0
586,586,궁달언니,9,2022,18695.83333333333,459.6666666666667,6,32400.0,1.0125,0.6456253967032983,2.6,0,0.1454545454545454,6.0,12.0,6.0
587,587,궁달언니,10,2022,10292.75,177.75,4,32700.0,1.0092592592592593,0.7576073842744032,7.0,0,0.0526315789473684,6.0,9.0,4.0
588,588,궁달언니,11,2022,11637.14285714286,145.7142857142857,7,33100.0,1.0122324159021407,0.7619392766228205,4.666666666666667,0,0.1509433962264151,6.0,9.0,6.0
589,589,궁달언니,12,2022,4303.5,98.16666666666669,6,33300.0,1.0060422960725075,0.6476942668942844,3.2,0,0.1515151515151515,6.0,6.0,6.0
590,590,궁달언니,1,2023,4717.0,113.0,1,33600.0,1.009009009009009,0.6819768783293272,,1,0.0,6.0,6.0,2.0
591,591,궁달언니,2,2023,4988.0,95.0,2,34100.0,1.0148809523809523,0.7581821799278259,2.0,0,0.1428571428571428,6.0,6.0,6.0
592,592,궁달언니,3,2023,4542.2,107.0,5,34500.0,1.0117302052785924,0.6494393801114645,6.25,0,0.1935483870967742,6.0,6.0,8.0
593,593,궁달언니,4,2023,4615.25,129.8333333333333,12,35000.0,1.0144927536231885,0.6661943381791438,2.545454545454545,0,0.2469135802469135,6.0,6.0,8.0
594,594,궁달언니,5,2023,3460.0,65.0,4,35800.0,1.022857142857143,0.7434272187343542,8.333333333333334,0,0.15625,6.0,6.0,8.0
595,595,궁달언니,6,2023,4299.0,117.6666666666667,3,36700.0,1.0251396648044693,0.6521735330845447,6.5,0,0.2941176470588235,6.0,6.0,8.0
596,596,궁달언니,7,2023,,,0,37200.0,1.013623978201635,,,1,,6.0,0.0,0.0
597,597,궁달언니,8,2023,5065.333333333333,110.0833333333333,12,37600.0,1.010752688172043,0.7013638096137179,2.545454545454545,0,0.2857142857142857,9.0,6.0,8.0
598,598,그레인Grain,8,2022,2056.666666666667,22.33333333333333,9,4660.0,1.0152505446623097,0.7278921040249806,3.5,0,0.25,3.0,3.0,8.0
599,599,그레인Grain,9,2022,2522.571428571428,26.14285714285714,7,4750.0,1.01931330472103,0.6799526830252848,3.5,0,0.3571428571428571,3.0,3.0,10.0
600,600,그레인Grain,10,2022,1048.333333333333,22.16666666666667,6,4830.0,1.016842105263158,0.6758654335370431,5.2,0,0.3571428571428571,3.0,3.0,10.0
601,601,그레인Grain,11,2022,2728.857142857143,27.0,7,4920.0,1.0186335403726707,0.6839449360966683,4.0,0,0.3636363636363636,3.0,6.0,10.0
602,602,그레인Grain,12,2022,2752.181818181818,21.0,11,5000.0,1.016260162601626,0.6517657791993704,2.9,0,0.2631578947368421,3.0,6.0,8.0
603,603,그레인Grain,1,2023,1600.714285714286,27.71428571428572,7,5090.0,1.018,0.6361214738143118,3.833333333333333,0,0.3043478260869565,3.0,3.0,8.0
604,604,그레인Grain,2,2023,6413.2,42.0,5,5190.0,1.0196463654223968,0.7224739648220015,5.5,0,0.2608695652173913,3.0,6.0,8.0
605,605,그레인Grain,3,2023,3555.333333333333,38.0,6,5290.0,1.0192678227360308,0.7154238660084574,5.6,0,0.2692307692307692,3.0,6.0,8.0
606,606,그레인Grain,4,2023,5309.428571428572,42.85714285714285,7,5430.0,1.0264650283553876,0.8504083354747732,3.833333333333333,0,0.125,3.0,6.0,6.0
607,607,그레인Grain,5,2023,3471.222222222222,37.55555555555556,9,5580.0,1.0276243093922652,0.6450086956966423,2.875,0,0.325,3.0,6.0,10.0
608,608,그레인Grain,6,2023,6210.7,41.7,10,5760.0,1.032258064516129,0.6624203088080011,3.222222222222222,0,0.2142857142857142,3.0,6.0,8.0
609,609,그레인Grain,7,2023,2672.833333333333,38.66666666666666,6,5860.0,1.0173611111111112,0.6811606413293108,5.2,0,0.35,3.0,3.0,10.0
610,610,그레인Grain,8,2023,5391.833333333333,46.83333333333334,6,5960.0,1.0170648464163825,0.605925828922452,4.4,0,0.1621621621621621,3.0,6.0,8.0
611,611,극찐ZZINI,8,2022,59540.6,3213.6,5,71900.0,1.0636094674556211,0.5035313516003745,6.75,0,0.1111111111111111,9.0,15.0,6.0
612,612,극찐ZZINI,9,2022,163354.75,7986.5,4,81400.0,1.1321279554937411,0.4926038639257629,7.0,0,0.0482315112540192,9.0,15.0,4.0
613,613,극찐ZZINI,10,2022,19487.33333333333,850.0,3,93700.0,1.151105651105651,0.4844774506431567,7.0,0,0.136986301369863,12.0,12.0,6.0
614,614,극찐ZZINI,11,2022,,,0,95800.0,1.0224119530416222,,,1,,12.0,0.0,0.0
615,615,극찐ZZINI,12,2022,,,0,96600.0,1.0083507306889352,,,2,,12.0,0.0,0.0
616,616,극찐ZZINI,1,2023,,,0,96800.0,1.0020703933747412,,,3,,12.0,0.0,0.0
617,617,극찐ZZINI,2,2023,,,0,96800.0,1.0,,,4,,12.0,0.0,0.0
618,618,극찐ZZINI,3,2023,,,0,96900.0,1.0010330578512396,,,5,,12.0,0.0,0.0
619,619,극찐ZZINI,4,2023,,,0,97100.0,1.0020639834881322,,,6,,12.0,0.0,0.0
620,620,극찐ZZINI,5,2023,,,0,97300.0,1.0020597322348097,,,7,,12.0,0.0,0.0
621,621,극찐ZZINI,6,2023,,,0,97300.0,1.0,,,8,,12.0,0.0,0.0
622,622,극찐ZZINI,7,2023,,,0,97200.0,0.998972250770812,,,9,,12.0,0.0,0.0
623,623,극찐ZZINI,8,2023,,,0,97100.0,0.998971193415638,,,10,,12.0,0.0,0.0
624,624,기우쌤,8,2022,1043017.6,13128.2,5,1280000.0,1.0078740157480317,0.664033586613289,6.0,0,0.0413723511604439,15.0,15.0,2.0
625,625,기우쌤,9,2022,1064068.25,12379.875,8,1290000.0,1.0078125,0.6201794288414456,3.428571428571428,0,0.0591795561533288,15.0,15.0,4.0
626,626,기우쌤,10,2022,910916.8333333334,11307.16666666667,6,1290000.0,1.0,0.655724593806807,4.2,0,0.0465116279069767,15.0,15.0,2.0
627,627,기우쌤,11,2022,953321.25,14112.25,8,1310000.0,1.0155038759689925,0.5802969231961049,3.428571428571428,0,0.0494736842105263,15.0,15.0,4.0
628,628,기우쌤,12,2022,355233.1428571428,5361.285714285715,7,1330000.0,1.015267175572519,0.5852323946884489,3.666666666666667,0,0.0411764705882352,15.0,15.0,2.0
629,629,기우쌤,1,2023,971488.5714285716,10733.57142857143,7,1340000.0,1.0075187969924813,0.5892380420506521,4.666666666666667,0,0.0598503740648379,15.0,15.0,4.0
630,630,기우쌤,2,2023,985641.4444444444,13746.22222222222,9,1350000.0,1.007462686567164,0.6135537271597076,3.125,0,0.0449503794512551,15.0,15.0,2.0
631,631,기우쌤,3,2023,678886.375,9570.5,8,1360000.0,1.0074074074074073,0.6237311756721468,3.142857142857143,0,0.0620067643742953,15.0,15.0,4.0
632,632,기우쌤,4,2023,1052700.2,14866.4,5,1380000.0,1.0147058823529411,0.5812833433456784,5.25,0,0.0375106564364876,15.0,15.0,2.0
633,633,기우쌤,5,2023,2259998.25,29293.5,4,1400000.0,1.0144927536231885,0.537846925007186,8.333333333333334,0,0.0341753343239227,15.0,15.0,2.0
634,634,기우쌤,6,2023,961830.7142857144,10327.42857142857,7,1410000.0,1.0071428571428571,0.615663786108658,3.166666666666667,0,0.0472,15.0,15.0,2.0
635,635,기우쌤,7,2023,1227804.285714286,18453.14285714286,7,1430000.0,1.0141843971631206,0.6002396912805112,4.166666666666667,0,0.0369747899159663,15.0,15.0,2.0
636,636,기우쌤,8,2023,441779.0,9772.0,9,1440000.0,1.006993006993007,0.5898054989610203,3.5,0,0.0473833097595473,15.0,15.0,4.0
637,637,김남령,8,2022,8083.0,166.0,1,13200.0,1.064516129032258,0.8289027379618751,,1,0.0,6.0,9.0,2.0
638,638,김남령,9,2022,23749.66666666667,321.3333333333333,3,13600.0,1.0303030303030305,0.5726324959203254,10.5,0,0.1415094339622641,6.0,12.0,6.0
639,639,김남령,10,2022,12731.16666666667,183.3333333333333,6,14000.0,1.0294117647058822,0.6389182002594074,6.0,0,0.1341463414634146,6.0,9.0,6.0
640,640,김남령,11,2022,27698.0,585.0,1,14400.0,1.0285714285714285,0.6059005135619963,,1,0.0,6.0,12.0,2.0
641,641,김남령,12,2022,9159.666666666666,137.6666666666667,3,14600.0,1.0138888888888888,0.5490054705163889,10.5,0,0.0816326530612244,6.0,9.0,4.0
642,642,김남령,1,2023,10866.0,120.0,2,15100.0,1.0342465753424657,0.6805958300828934,4.0,0,0.1379310344827586,6.0,9.0,6.0
643,643,김남령,2,2023,14294.66666666667,224.3333333333333,3,16300.0,1.0794701986754969,0.770637539969651,8.0,0,0.0628571428571428,6.0,9.0,4.0
644,644,김남령,3,2023,14092.0,205.0,3,17100.0,1.049079754601227,0.7611577959518151,11.5,0,0.0434782608695652,6.0,9.0,2.0
645,645,김남령,4,2023,21856.0,356.0,1,17800.0,1.04093567251462,0.7313789380093415,,1,0.0259740259740259,6.0,12.0,2.0
646,646,김남령,5,2023,5696.0,68.0,1,18200.0,1.0224719101123596,0.8163799273556677,,2,0.0,6.0,6.0,2.0
647,647,김남령,6,2023,9962.5,92.5,2,18500.0,1.0164835164835164,0.6461313958617224,7.0,0,0.0689655172413793,6.0,9.0,4.0
648,648,김남령,7,2023,,,0,18600.0,1.0054054054054054,,,1,,6.0,0.0,0.0
649,649,김남령,8,2023,,,0,18600.0,1.0,,,2,,6.0,0.0,0.0
650,650,김다혜,8,2022,18376.0,257.4,5,26100.0,1.01953125,0.6689665642651644,5.25,0,0.1395348837209302,6.0,12.0,6.0
651,651,김다혜,9,2022,14950.2,246.6,5,26500.0,1.0153256704980842,0.6905306157975049,7.0,0,0.1578947368421052,6.0,9.0,8.0
652,652,김다혜,10,2022,37436.0,509.0,5,27200.0,1.0264150943396226,0.7087632319794372,5.25,0,0.1956521739130435,6.0,15.0,8.0
653,653,김다혜,11,2022,18836.0,296.75,4,28200.0,1.036764705882353,0.6517042903105418,6.0,0,0.1025641025641025,6.0,12.0,6.0
654,654,김다혜,12,2022,18998.6,267.2,5,28300.0,1.00354609929078,0.6460972689461,7.0,0,0.1075268817204301,6.0,12.0,6.0
655,655,김다혜,1,2023,15393.6,249.4,5,29100.0,1.028268551236749,0.6608428894850435,5.25,0,0.141025641025641,6.0,9.0,6.0
656,656,김다혜,2,2023,15010.5,200.25,4,29200.0,1.0034364261168385,0.7493321165681522,7.0,0,0.123076923076923,6.0,9.0,6.0
657,657,김다혜,3,2023,13871.75,178.0,4,29400.0,1.0068493150684932,0.653055901366069,7.0,0,0.1764705882352941,6.0,9.0,8.0
658,658,김다혜,4,2023,14655.25,214.0,4,29700.0,1.010204081632653,0.5880766049390886,7.0,0,0.2131147540983606,6.0,9.0,8.0
659,659,김다혜,5,2023,19717.75,244.0,4,30100.0,1.0134680134680134,0.7393519890859789,7.0,0,0.0795107033639143,6.0,12.0,4.0
660,660,김다혜,6,2023,10753.0,185.75,4,30200.0,1.0033222591362123,0.7254667038416994,7.0,0,0.0970873786407767,6.0,9.0,4.0
661,661,김다혜,7,2023,16246.5,203.75,4,30300.0,1.0033112582781456,0.7073972093629407,7.0,0,0.1578947368421052,6.0,12.0,8.0
662,662,김다혜,8,2023,8770.25,135.0,4,30400.0,1.0033003300330032,0.6405005722903134,9.333333333333334,0,0.2222222222222222,6.0,9.0,8.0
663,663,김선우 SUN WOO,8,2022,420698.6666666667,14369.0,3,130000.0,1.0743801652892562,0.593090959991107,14.5,0,0.0561056105610561,12.0,15.0,4.0
664,664,김선우 SUN WOO,9,2022,113573.6666666667,3683.666666666667,3,135000.0,1.0384615384615383,0.4917893981536964,6.5,0,0.1116504854368932,12.0,15.0,6.0
665,665,김선우 SUN WOO,10,2022,175127.8,4403.4,5,145000.0,1.0740740740740742,0.6605136724050185,6.0,0,0.0473372781065088,12.0,15.0,4.0
666,666,김선우 SUN WOO,11,2022,67381.25,1380.25,4,151000.0,1.0413793103448277,0.464858843741515,5.666666666666667,0,0.0919540229885057,12.0,15.0,4.0
667,667,김선우 SUN WOO,12,2022,27726.25,406.0,4,153000.0,1.0132450331125828,0.600861835048387,3.666666666666667,0,0.1216216216216216,12.0,12.0,6.0
668,668,김선우 SUN WOO,1,2023,39590.75,583.5,4,155000.0,1.0130718954248366,0.5432357396427039,5.333333333333333,0,0.1235955056179775,12.0,15.0,6.0
669,669,김선우 SUN WOO,2,2023,281579.0,2833.0,1,159000.0,1.0258064516129033,0.2305008775045891,,1,0.0153846153846153,12.0,15.0,2.0
670,670,김선우 SUN WOO,3,2023,21040.0,277.0,1,161000.0,1.0125786163522013,0.6751372436992824,,2,0.0,12.0,12.0,2.0
671,671,김선우 SUN WOO,4,2023,80694.0,1635.333333333333,3,162000.0,1.0062111801242235,0.7086321866657515,7.5,0,0.0292397660818713,12.0,15.0,2.0
672,672,김선우 SUN WOO,5,2023,22253.5,459.0,2,165000.0,1.0185185185185186,0.5858481052919482,17.0,0,0.0606060606060606,12.0,12.0,4.0
673,673,김선우 SUN WOO,6,2023,20318.0,360.0,1,166000.0,1.006060606060606,0.5691181028646136,,1,0.0,12.0,12.0,2.0
674,674,김선우 SUN WOO,7,2023,32851.5,470.0,4,167000.0,1.0060240963855422,0.5297205281430396,10.0,0,0.1041666666666666,12.0,12.0,6.0
675,675,김선우 SUN WOO,8,2023,39424.0,582.5,2,169000.0,1.0119760479041915,0.5894339891482693,17.0,0,0.032258064516129,12.0,15.0,2.0
676,676,김송정머리터 복구매직 복구펌 원조,8,2022,,,0,6460.0,1.1353251318101931,,1.529411764705882,0,,3.0,0.0,0.0
677,677,김송정머리터 복구매직 복구펌 원조,9,2022,,,0,6570.0,1.0170278637770898,,0.8333333333333334,0,,3.0,0.0,0.0
678,678,김송정머리터 복구매직 복구펌 원조,10,2022,,,0,7200.0,1.095890410958904,,1.526315789473684,0,,3.0,0.0,0.0
679,679,김송정머리터 복구매직 복구펌 원조,11,2022,,,0,91130.0,12.656944444444443,,1.272727272727273,0,,12.0,0.0,0.0
680,680,김송정머리터 복구매직 복구펌 원조,12,2022,,,0,10100.0,0.1108306814440908,,1.705882352941176,0,,3.0,0.0,0.0
681,681,김송정머리터 복구매직 복구펌 원조,1,2023,,,0,10200.0,1.00990099009901,,0.7777777777777778,0,,3.0,0.0,0.0
682,682,김송정머리터 복구매직 복구펌 원조,2,2023,,,0,10600.0,1.03921568627451,,2.0,0,,3.0,0.0,0.0
683,683,김송정머리터 복구매직 복구펌 원조,3,2023,,,0,11200.0,1.0566037735849056,,1.45,0,,3.0,0.0,0.0
684,684,김송정머리터 복구매직 복구펌 원조,4,2023,194.5833333333333,1.75,24,11700.0,1.0446428571428572,0.9093919609274184,0.8055555555555556,0,0.3333333333333333,3.0,3.0,10.0
685,685,김송정머리터 복구매직 복구펌 원조,5,2023,197.8,1.68,25,11800.0,1.0085470085470083,0.7285689810911814,1.208333333333333,0,0.3333333333333333,3.0,3.0,10.0
686,686,김송정머리터 복구매직 복구펌 원조,6,2023,223.8571428571429,1.904761904761905,21,11900.0,1.0084745762711864,0.6766930967569351,1.2,0,0.6666666666666666,3.0,3.0,10.0
687,687,김송정머리터 복구매직 복구펌 원조,7,2023,162.5333333333333,2.066666666666667,15,13000.0,1.092436974789916,0.7054166853427887,2.071428571428572,0,0.2,6.0,0.0,8.0
