Unnamed: 0,유투버,월,댓글 수,영상 수,감성점수
467,SUMINI,2023/08,0.0,0.0,
468,Summer-mute썸뮤,2022/08,0.0,0.0,
469,Summer-mute썸뮤,2022/09,0.0,0.0,
470,Summer-mute썸뮤,2022/10,6.0,1.0,0.8424292249338967
471,Summer-mute썸뮤,2022/11,17.0,1.0,0.470113289983649
472,Summer-mute썸뮤,2022/12,0.0,0.0,
473,Summer-mute썸뮤,2023/01,0.0,0.0,
474,Summer-mute썸뮤,2023/02,0.0,0.0,
475,Summer-mute썸뮤,2023/03,0.0,0.0,
476,Summer-mute썸뮤,2023/04,0.0,0.0,
477,Summer-mute썸뮤,2023/05,0.0,0.0,
478,Summer-mute썸뮤,2023/06,0.0,0.0,
479,Summer-mute썸뮤,2023/07,0.0,0.0,
480,Summer-mute썸뮤,2023/08,0.0,0.0,
481,Syong'sbeauty숑스뷰티,2022/08,38.0,3.0,0.8474775878424498
482,Syong'sbeauty숑스뷰티,2022/09,75.0,2.0,0.806039672344923
483,Syong'sbeauty숑스뷰티,2022/10,623.0,4.0,0.8599117114758358
484,Syong'sbeauty숑스뷰티,2022/11,85.0,4.0,0.7829805320272079
485,Syong'sbeauty숑스뷰티,2022/12,147.0,6.0,0.7961217275591139
486,Syong'sbeauty숑스뷰티,2023/01,79.0,2.0,0.7598976213314118
487,Syong'sbeauty숑스뷰티,2023/02,53.0,2.0,0.48595172762870786
488,Syong'sbeauty숑스뷰티,2023/03,0.0,0.0,
489,Syong'sbeauty숑스뷰티,2023/04,149.0,5.0,0.8187155450659158
490,Syong'sbeauty숑스뷰티,2023/05,160.0,4.0,0.7530132317700402
491,Syong'sbeauty숑스뷰티,2023/06,0.0,0.0,
492,Syong'sbeauty숑스뷰티,2023/07,39.0,3.0,0.7646215074082725
493,Syong'sbeauty숑스뷰티,2023/08,0.0,0.0,
494,tency텐씨,2022/08,10.0,1.0,0.5156887367367744
495,tency텐씨,2022/09,10.0,1.0,0.46814312736193336
496,tency텐씨,2022/10,13.0,2.0,0.6985341128779621
497,tency텐씨,2022/11,4.0,1.0,0.6587994488386008
498,tency텐씨,2022/12,4.0,1.0,0.5683659480677711
499,tency텐씨,2023/01,0.0,0.0,
500,tency텐씨,2023/02,0.0,0.0,
501,tency텐씨,2023/03,0.0,0.0,
502,tency텐씨,2023/04,0.0,0.0,
503,tency텐씨,2023/05,0.0,0.0,
504,tency텐씨,2023/06,0.0,0.0,
505,tency텐씨,2023/07,0.0,0.0,
506,tency텐씨,2023/08,0.0,0.0,
507,VIVA여나,2022/08,0.0,0.0,
508,VIVA여나,2022/09,0.0,0.0,
509,VIVA여나,2022/10,0.0,0.0,
510,VIVA여나,2022/11,52.0,2.0,0.48890073320374416
511,VIVA여나,2022/12,0.0,0.0,
512,VIVA여나,2023/01,0.0,0.0,
513,VIVA여나,2023/02,0.0,0.0,
514,VIVA여나,2023/03,0.0,0.0,
515,VIVA여나,2023/04,0.0,0.0,
516,VIVA여나,2023/05,0.0,0.0,
517,VIVA여나,2023/06,0.0,0.0,
518,VIVA여나,2023/07,0.0,0.0,
519,VIVA여나,2023/08,0.0,0.0,
520,wandashow,2022/08,391.0,11.0,0.7438177733654389
521,wandashow,2022/09,272.0,9.0,0.746469432226718
522,wandashow,2022/10,171.0,6.0,0.6961908650016945
523,wandashow,2022/11,270.0,9.0,0.7042530103181971
524,wandashow,2022/12,170.0,6.0,0.7190479038993722
525,wandashow,2023/01,69.0,1.0,0.808019292725008
526,wandashow,2023/02,139.0,4.0,0.681484107622484
527,wandashow,2023/03,184.0,6.0,0.7807106761468782
528,wandashow,2023/04,234.0,6.0,0.7289155854962089
529,wandashow,2023/05,32.0,1.0,0.6182691401849358
530,wandashow,2023/06,670.0,2.0,0.8501327320569899
531,wandashow,2023/07,739.0,6.0,0.7917990364235699
532,wandashow,2023/08,275.0,5.0,0.7978767085193408
533,wonhee,2022/08,0.0,0.0,
534,wonhee,2022/09,0.0,0.0,
535,wonhee,2022/10,0.0,0.0,
536,wonhee,2022/11,0.0,0.0,
537,wonhee,2022/12,5.0,1.0,0.7680221199989319
538,wonhee,2023/01,12.0,1.0,0.6857433994611104
539,wonhee,2023/02,20.0,3.0,0.644453191376747
540,wonhee,2023/03,24.0,2.0,0.6349500051953576
541,wonhee,2023/04,9.0,1.0,0.7805848270654678
542,wonhee,2023/05,5.0,1.0,0.5253980457782745
543,wonhee,2023/06,0.0,0.0,
544,wonhee,2023/07,0.0,0.0,
545,wonhee,2023/08,17.0,1.0,0.7680504155713458
546,yootrue_in_air,2022/08,545.0,5.0,0.6952026172969638
547,yootrue_in_air,2022/09,439.0,2.0,0.5037318904578739
548,yootrue_in_air,2022/10,414.0,4.0,0.702776366376352
549,yootrue_in_air,2022/11,598.0,6.0,0.7175362266117459
550,yootrue_in_air,2022/12,666.0,6.0,0.7852383972847721
551,yootrue_in_air,2023/01,1244.0,7.0,0.7799876194031419
552,yootrue_in_air,2023/02,956.0,5.0,0.7596799989752967
553,yootrue_in_air,2023/03,924.0,8.0,0.6337768449243425
554,yootrue_in_air,2023/04,417.0,5.0,0.6043240534925552
555,yootrue_in_air,2023/05,478.0,5.0,0.7188505814024839
556,yootrue_in_air,2023/06,392.0,6.0,0.7314108560823295
557,yootrue_in_air,2023/07,423.0,5.0,0.663832066896604
558,yootrue_in_air,2023/08,283.0,5.0,0.633719131019012
559,zoopeach 지우,2022/08,0.0,0.0,
560,zoopeach 지우,2022/09,23.0,1.0,0.6954624167195073
561,zoopeach 지우,2022/10,0.0,0.0,
562,zoopeach 지우,2022/11,20.0,2.0,0.7278360861043135
563,zoopeach 지우,2022/12,0.0,0.0,
564,zoopeach 지우,2023/01,17.0,1.0,0.443429018963467
565,zoopeach 지우,2023/02,0.0,0.0,
566,zoopeach 지우,2023/03,3.0,1.0,0.8528627355893453
567,zoopeach 지우,2023/04,0.0,0.0,
568,zoopeach 지우,2023/05,6.0,1.0,0.8377280405589512
569,zoopeach 지우,2023/06,0.0,0.0,
570,zoopeach 지우,2023/07,0.0,0.0,
571,zoopeach 지우,2023/08,0.0,0.0,
572,강성,2022/08,19.0,1.0,0.7839020129213942
573,강성,2022/09,0.0,0.0,
574,강성,2022/10,0.0,0.0,
575,강성,2022/11,23.0,2.0,0.6483394246676872
576,강성,2022/12,3.0,1.0,0.7818735738595327
577,강성,2023/01,50.0,2.0,0.8184811715940827
578,강성,2023/02,14.0,1.0,0.8409995347261429
579,강성,2023/03,5.0,1.0,0.801507756114006
580,강성,2023/04,3.0,1.0,0.5171379546324412
581,강성,2023/05,37.0,2.0,0.8514162266384
582,강성,2023/06,0.0,0.0,
583,강성,2023/07,6.0,1.0,0.7590877734697782
584,강성,2023/08,0.0,0.0,
585,거노건호geonoGH,2022/08,0.0,0.0,
586,거노건호geonoGH,2022/09,21.0,3.0,0.5024877062865666
587,거노건호geonoGH,2022/10,16.0,3.0,0.4707221786181132
588,거노건호geonoGH,2022/11,12.0,2.0,0.5746276313439012
589,거노건호geonoGH,2022/12,0.0,0.0,
590,거노건호geonoGH,2023/01,0.0,0.0,
591,거노건호geonoGH,2023/02,0.0,0.0,
592,거노건호geonoGH,2023/03,0.0,1.0,
593,거노건호geonoGH,2023/04,2.0,1.0,0.5397035330533981
594,거노건호geonoGH,2023/05,5.0,2.0,0.5785231471061707
595,거노건호geonoGH,2023/06,8.0,3.0,0.2996279648372105
596,거노건호geonoGH,2023/07,11.0,1.0,0.7695507006398563
597,거노건호geonoGH,2023/08,7.0,1.0,0.6687532794826171
598,고태용,2022/08,70.0,4.0,0.8092825517251894
599,고태용,2022/09,325.0,5.0,0.8020618109074771
600,고태용,2022/10,135.0,4.0,0.7054218136753876
601,고태용,2022/11,109.0,4.0,0.6653530407423354
602,고태용,2022/12,126.0,5.0,0.6440052251189442
603,고태용,2023/01,108.0,6.0,0.49072298391269203
604,고태용,2023/02,205.0,5.0,0.7987826768494654
605,고태용,2023/03,115.0,5.0,0.597275462430743
606,고태용,2023/04,84.0,4.0,0.6933685555344536
607,고태용,2023/05,71.0,1.0,0.6576107816230616
608,고태용,2023/06,255.0,4.0,0.7082494720064029
609,고태용,2023/07,197.0,5.0,0.6542319416478494
610,고태용,2023/08,101.0,4.0,0.6667166216604745
611,궁달언니,2022/08,135.0,11.0,0.6814181046734611
612,궁달언니,2022/09,127.0,6.0,0.5867445949369516
613,궁달언니,2022/10,41.0,4.0,0.6231664447113872
614,궁달언니,2022/11,66.0,7.0,0.6806840847564649
615,궁달언니,2022/12,39.0,6.0,0.6716204555595622
616,궁달언니,2023/01,9.0,1.0,0.7993496060371399
617,궁달언니,2023/02,8.0,2.0,0.8632681727409363
618,궁달언니,2023/03,37.0,5.0,0.6253623879817595
619,궁달언니,2023/04,122.0,12.0,0.6155424378944886
620,궁달언니,2023/05,37.0,4.0,0.6199829513612001
621,궁달언니,2023/06,23.0,3.0,0.7519351947814861
622,궁달언니,2023/07,0.0,0.0,
623,궁달언니,2023/08,69.0,12.0,0.6145520303398371
624,그레인Grain,2022/08,42.0,9.0,0.6957709391911825
625,그레인Grain,2022/09,28.0,7.0,0.7374280193134358
626,그레인Grain,2022/10,23.0,6.0,0.6245613837471375
627,그레인Grain,2022/11,40.0,7.0,0.6629489209502936
628,그레인Grain,2022/12,38.0,11.0,0.6957941105566829
629,그레인Grain,2023/01,34.0,7.0,0.692097938766605
630,그레인Grain,2023/02,29.0,5.0,0.7496850748614567
631,그레인Grain,2023/03,35.0,6.0,0.6777844654886346
632,그레인Grain,2023/04,165.0,7.0,0.8483835527410057
633,그레인Grain,2023/05,64.0,9.0,0.6999382442699935
634,그레인Grain,2023/06,67.0,10.0,0.6068003269715038
635,그레인Grain,2023/07,38.0,6.0,0.6836443487728867
636,그레인Grain,2023/08,46.0,6.0,0.533615258500332
637,극찐ZZINI,2022/08,198.0,5.0,0.45411250642367773
638,극찐ZZINI,2022/09,311.0,4.0,0.5081292625220122
639,극찐ZZINI,2022/10,81.0,3.0,0.551410815090809
640,극찐ZZINI,2022/11,0.0,0.0,
641,극찐ZZINI,2022/12,0.0,0.0,
642,극찐ZZINI,2023/01,0.0,0.0,
643,극찐ZZINI,2023/02,0.0,0.0,
644,극찐ZZINI,2023/03,0.0,0.0,
645,극찐ZZINI,2023/04,0.0,0.0,
646,극찐ZZINI,2023/05,0.0,0.0,
647,극찐ZZINI,2023/06,0.0,0.0,
648,극찐ZZINI,2023/07,0.0,0.0,
649,극찐ZZINI,2023/08,0.0,0.0,
650,기우쌤,2022/08,1029.0,5.0,0.4339666998323326
651,기우쌤,2022/09,1574.0,8.0,0.5947345138954218
652,기우쌤,2022/10,860.0,6.0,0.7168215581676193
653,기우쌤,2022/11,1003.0,8.0,0.5628056165938847
654,기우쌤,2022/12,886.0,7.0,0.5296386271963887
655,기우쌤,2023/01,852.0,7.0,0.6439200932133137
656,기우쌤,2023/02,1799.0,9.0,0.6313836324609645
657,기우쌤,2023/03,944.0,8.0,0.5007147620174583
658,기우쌤,2023/04,1196.0,5.0,0.5978686944248975
659,기우쌤,2023/05,1378.0,4.0,0.5442204710389734
660,기우쌤,2023/06,1300.0,7.0,0.6035785907618935
661,기우쌤,2023/07,1224.0,7.0,0.6482693299858384
662,기우쌤,2023/08,1470.0,9.0,0.5865667659002933
663,김남령,2022/08,78.0,1.0,0.9492270392600937
664,김남령,2022/09,123.0,3.0,0.5832835609136626
665,김남령,2022/10,102.0,6.0,0.742425286769867
666,김남령,2022/11,32.0,1.0,0.7453093041439314
667,김남령,2022/12,52.0,3.0,0.7202115262809553
668,김남령,2023/01,33.0,2.0,0.6470267671559539
669,김남령,2023/02,189.0,3.0,0.8142905426795944
670,김남령,2023/03,170.0,3.0,0.7800578330935587
671,김남령,2023/04,79.0,1.0,0.6977323740720749
672,김남령,2023/05,11.0,1.0,0.7655866043321018
673,김남령,2023/06,31.0,2.0,0.6967345735301143
674,김남령,2023/07,0.0,0.0,
675,김남령,2023/08,0.0,0.0,
676,김다혜,2022/08,102.0,5.0,0.7268129881326254
677,김다혜,2022/09,114.0,5.0,0.694106566658482
678,김다혜,2022/10,174.0,5.0,0.6929755060990884
679,김다혜,2022/11,89.0,4.0,0.6036330133014255
680,김다혜,2022/12,108.0,5.0,0.7429464722033774
681,김다혜,2023/01,93.0,5.0,0.6756467988474444
682,김다혜,2023/02,73.0,4.0,0.7795824365501098
683,김다혜,2023/03,64.0,4.0,0.6925769791119081
684,김다혜,2023/04,75.0,4.0,0.6398199360545088
685,김다혜,2023/05,362.0,4.0,0.7843559153279543
686,김다혜,2023/06,115.0,4.0,0.7429467806829273
687,김다혜,2023/07,66.0,4.0,0.7025777431758674
688,김다혜,2023/08,47.0,4.0,0.5574528343891829
689,김선우 SUN WOO,2022/08,309.0,3.0,0.49623564431549727
690,김선우 SUN WOO,2022/09,214.0,3.0,0.6288308819098305
691,김선우 SUN WOO,2022/10,349.0,5.0,0.7365633373616615
692,김선우 SUN WOO,2022/11,85.0,4.0,0.5039684665806099
693,김선우 SUN WOO,2022/12,75.0,4.0,0.410786008168208
694,김선우 SUN WOO,2023/01,93.0,4.0,0.5785294702729663
695,김선우 SUN WOO,2023/02,61.0,1.0,0.1805265216767287
696,김선우 SUN WOO,2023/03,26.0,1.0,0.5995812418404967
697,김선우 SUN WOO,2023/04,163.0,3.0,0.6671736672075088
698,김선우 SUN WOO,2023/05,62.0,2.0,0.6963924843791529
699,김선우 SUN WOO,2023/06,23.0,1.0,0.3446663764734117
700,김선우 SUN WOO,2023/07,100.0,4.0,0.5505035671203032
701,김선우 SUN WOO,2023/08,154.0,2.0,0.7179619443509005
702,김송정머리터 복구매직 복구펌 원조,2022/08,0.0,0.0,
703,김송정머리터 복구매직 복구펌 원조,2022/09,0.0,0.0,
704,김송정머리터 복구매직 복구펌 원조,2022/10,0.0,0.0,
705,김송정머리터 복구매직 복구펌 원조,2022/11,0.0,0.0,
706,김송정머리터 복구매직 복구펌 원조,2022/12,0.0,0.0,
707,김송정머리터 복구매직 복구펌 원조,2023/01,0.0,0.0,
708,김송정머리터 복구매직 복구펌 원조,2023/02,0.0,0.0,
709,김송정머리터 복구매직 복구펌 원조,2023/03,0.0,0.0,
710,김송정머리터 복구매직 복구펌 원조,2023/04,6.0,24.0,0.5886557102203369
711,김송정머리터 복구매직 복구펌 원조,2023/05,3.0,25.0,0.5487092037995657
712,김송정머리터 복구매직 복구펌 원조,2023/06,6.0,21.0,0.5682374636332194
713,김송정머리터 복구매직 복구펌 원조,2023/07,5.0,15.0,0.4321348428726196
714,김송정머리터 복구매직 복구펌 원조,2023/08,4.0,19.0,0.47585102170705795
715,김습습,2022/08,0.0,0.0,
716,김습습,2022/09,0.0,0.0,
717,김습습,2022/10,241.0,2.0,0.7088977643376061
718,김습습,2022/11,359.0,3.0,0.7531597335603809
719,김습습,2022/12,340.0,5.0,0.7298589191180748
720,김습습,2023/01,105.0,2.0,0.8226994049424926
721,김습습,2023/02,131.0,3.0,0.7250832603139392
722,김습습,2023/03,221.0,4.0,0.7170479602554939
723,김습습,2023/04,235.0,5.0,0.7244117669351808
724,김습습,2023/05,179.0,4.0,0.6216156591254821
725,김습습,2023/06,170.0,4.0,0.706326978738201
726,김습습,2023/07,205.0,5.0,0.6765631812453023
727,김습습,2023/08,153.0,4.0,0.5451350255685599
728,김지유JIYUKIM,2022/08,552.0,7.0,0.7480615573184847
729,김지유JIYUKIM,2022/09,364.0,8.0,0.7164000479548769
730,김지유JIYUKIM,2022/10,576.0,8.0,0.7818259281690982
731,김지유JIYUKIM,2022/11,429.0,9.0,0.6169226871301922
732,김지유JIYUKIM,2022/12,282.0,8.0,0.7528016850646979
733,김지유JIYUKIM,2023/01,218.0,6.0,0.8121214710346615
734,김지유JIYUKIM,2023/02,161.0,5.0,0.7153929306752486
735,김지유JIYUKIM,2023/03,178.0,8.0,0.6239112647817456
736,김지유JIYUKIM,2023/04,362.0,7.0,0.7484449259016153
737,김지유JIYUKIM,2023/05,142.0,6.0,0.767556131488145
738,김지유JIYUKIM,2023/06,260.0,5.0,0.6721893068563899
739,김지유JIYUKIM,2023/07,219.0,6.0,0.6402867004754715
740,김지유JIYUKIM,2023/08,113.0,6.0,0.6447948969878758
741,꽃세히sayblossom,2022/08,0.0,0.0,
742,꽃세히sayblossom,2022/09,0.0,1.0,
743,꽃세히sayblossom,2022/10,0.0,0.0,
744,꽃세히sayblossom,2022/11,0.0,0.0,
745,꽃세히sayblossom,2022/12,0.0,0.0,
746,꽃세히sayblossom,2023/01,0.0,0.0,
747,꽃세히sayblossom,2023/02,0.0,0.0,
748,꽃세히sayblossom,2023/03,0.0,0.0,
749,꽃세히sayblossom,2023/04,0.0,0.0,
750,꽃세히sayblossom,2023/05,0.0,0.0,
751,꽃세히sayblossom,2023/06,0.0,0.0,
752,꽃세히sayblossom,2023/07,0.0,0.0,
753,꽃세히sayblossom,2023/08,0.0,0.0,
754,나나nana,2022/08,49.0,4.0,0.6086002107252154
755,나나nana,2022/09,52.0,4.0,0.6145178686554839
756,나나nana,2022/10,144.0,4.0,0.8254022024413372
757,나나nana,2022/11,54.0,4.0,0.6152184580921367
758,나나nana,2022/12,31.0,4.0,0.7625257255033006
759,나나nana,2023/01,34.0,4.0,0.7822733211517334
760,나나nana,2023/02,39.0,3.0,0.7531419256419847
761,나나nana,2023/03,64.0,4.0,0.7767247268557549
762,나나nana,2023/04,84.0,5.0,0.7751117150867934
763,나나nana,2023/05,28.0,4.0,0.7549511184615474
764,나나nana,2023/06,30.0,4.0,0.7270715456259879
765,나나nana,2023/07,79.0,5.0,0.7965067850966607
766,나나nana,2023/08,42.0,4.0,0.7561725394002029
767,네일그랜마nailgranma,2022/08,17.0,3.0,0.7001947606763532
768,네일그랜마nailgranma,2022/09,29.0,3.0,0.7826261117424763
769,네일그랜마nailgranma,2022/10,11.0,4.0,0.6401068400591612
770,네일그랜마nailgranma,2022/11,17.0,4.0,0.721472344464726
771,네일그랜마nailgranma,2022/12,17.0,4.0,0.5839128717780113
772,네일그랜마nailgranma,2023/01,32.0,2.0,0.5882253686969097
773,네일그랜마nailgranma,2023/02,11.0,3.0,0.625026561319828
774,네일그랜마nailgranma,2023/03,18.0,5.0,0.6817819666531351
775,네일그랜마nailgranma,2023/04,16.0,6.0,0.8229582126323993
776,네일그랜마nailgranma,2023/05,10.0,4.0,0.6938718592419344
777,네일그랜마nailgranma,2023/06,24.0,8.0,0.6706696032432088
778,네일그랜마nailgranma,2023/07,5.0,5.0,0.6055169105529785
779,네일그랜마nailgranma,2023/08,5.0,4.0,0.6428479850292206
780,느린양반,2022/08,137.0,4.0,0.67382114483129
781,느린양반,2022/09,195.0,4.0,0.579774422982104
782,느린양반,2022/10,134.0,4.0,0.4936311432095461
783,느린양반,2022/11,187.0,5.0,0.61102131262249
784,느린양반,2022/12,96.0,2.0,0.5024249733849006
785,느린양반,2023/01,141.0,3.0,0.5602988969428199
786,느린양반,2023/02,124.0,4.0,0.532721727629731
787,느린양반,2023/03,177.0,4.0,0.6035886417392274
788,느린양반,2023/04,67.0,2.0,0.5074984914900964
789,느린양반,2023/05,101.0,4.0,0.6572151164539525
790,느린양반,2023/06,75.0,2.0,0.6386573616772482
791,느린양반,2023/07,133.0,5.0,0.622563970195873
792,느린양반,2023/08,106.0,3.0,0.49062270168904903
793,다다뷰티,2022/08,0.0,0.0,
794,다다뷰티,2022/09,6.0,1.0,0.28353800015016034
795,다다뷰티,2022/10,0.0,0.0,
796,다다뷰티,2022/11,0.0,0.0,
797,다다뷰티,2022/12,0.0,0.0,
798,다다뷰티,2023/01,0.0,0.0,
799,다다뷰티,2023/02,0.0,0.0,
800,다다뷰티,2023/03,0.0,0.0,
801,다다뷰티,2023/04,0.0,0.0,
802,다다뷰티,2023/05,0.0,0.0,
803,다다뷰티,2023/06,0.0,0.0,
804,다다뷰티,2023/07,0.0,0.0,
805,다다뷰티,2023/08,0.0,0.0,
806,다예,2022/08,84.0,4.0,0.5717254067333836
807,다예,2022/09,135.0,2.0,0.6763253312463298
808,다예,2022/10,105.0,3.0,0.6365172944881103
809,다예,2022/11,224.0,3.0,0.6211323702291957
810,다예,2022/12,133.0,3.0,0.7049693951801378
811,다예,2023/01,113.0,3.0,0.7997201862246265
812,다예,2023/02,262.0,4.0,0.7668311458765684
813,다예,2023/03,220.0,3.0,0.4877578935799775
814,다예,2023/04,725.0,5.0,0.7510680824093131
815,다예,2023/05,170.0,3.0,0.7481185879447673
816,다예,2023/06,687.0,4.0,0.7524259248502985
817,다예,2023/07,887.0,6.0,0.7558956013602356
818,다예,2023/08,682.0,7.0,0.7915347700058929
819,다현쌤,2022/08,128.0,4.0,0.6855739605844717
820,다현쌤,2022/09,190.0,5.0,0.6627646694379868
821,다현쌤,2022/10,17.0,1.0,0.30526708777134237
822,다현쌤,2022/11,90.0,3.0,0.5445539760961517
823,다현쌤,2022/12,90.0,3.0,0.7716022563762353
824,다현쌤,2023/01,61.0,3.0,0.6950981325632788
825,다현쌤,2023/02,46.0,4.0,0.7324145077959883
826,다현쌤,2023/03,104.0,4.0,0.766751606615899
827,다현쌤,2023/04,527.0,5.0,0.5537882479374242
828,다현쌤,2023/05,75.0,3.0,0.5773427723719671
829,다현쌤,2023/06,71.0,3.0,0.45035643342769505
830,다현쌤,2023/07,318.0,3.0,0.42364424005692225
831,다현쌤,2023/08,19.0,2.0,0.7257117204837971
832,담쓰뷰티DamsBeauty,2022/08,57.0,3.0,0.7166927764924724
833,담쓰뷰티DamsBeauty,2022/09,137.0,4.0,0.6999911185430021
834,담쓰뷰티DamsBeauty,2022/10,43.0,2.0,0.5934005164273894
835,담쓰뷰티DamsBeauty,2022/11,130.0,4.0,0.8191502427424842
836,담쓰뷰티DamsBeauty,2022/12,71.0,4.0,0.7312690661038239
837,담쓰뷰티DamsBeauty,2023/01,366.0,4.0,0.7676877162741103
838,담쓰뷰티DamsBeauty,2023/02,126.0,3.0,0.3874420892612938
839,담쓰뷰티DamsBeauty,2023/03,156.0,4.0,0.6897858079146901
840,담쓰뷰티DamsBeauty,2023/04,283.0,6.0,0.8102295543922453
841,담쓰뷰티DamsBeauty,2023/05,661.0,6.0,0.7991421090727541
842,담쓰뷰티DamsBeauty,2023/06,761.0,3.0,0.8229656827277984
843,담쓰뷰티DamsBeauty,2023/07,948.0,7.0,0.8577741606932346
844,담쓰뷰티DamsBeauty,2023/08,341.0,8.0,0.5608061773302974
845,댄서 리안의 JOB다한 일상,2022/08,404.0,3.0,0.7162376579671684
846,댄서 리안의 JOB다한 일상,2022/09,0.0,0.0,
847,댄서 리안의 JOB다한 일상,2022/10,0.0,0.0,
848,댄서 리안의 JOB다한 일상,2022/11,0.0,0.0,
849,댄서 리안의 JOB다한 일상,2022/12,0.0,0.0,
850,댄서 리안의 JOB다한 일상,2023/01,0.0,0.0,
851,댄서 리안의 JOB다한 일상,2023/02,0.0,0.0,
852,댄서 리안의 JOB다한 일상,2023/03,0.0,0.0,
853,댄서 리안의 JOB다한 일상,2023/04,0.0,0.0,
854,댄서 리안의 JOB다한 일상,2023/05,0.0,0.0,
855,댄서 리안의 JOB다한 일상,2023/06,0.0,0.0,
856,댄서 리안의 JOB다한 일상,2023/07,0.0,0.0,
857,댄서 리안의 JOB다한 일상,2023/08,0.0,0.0,
858,더네일리영thenaily_young,2022/08,0.0,0.0,
859,더네일리영thenaily_young,2022/09,24.0,1.0,0.5586375623941422
860,더네일리영thenaily_young,2022/10,28.0,1.0,0.5005967731277148
861,더네일리영thenaily_young,2022/11,0.0,0.0,
862,더네일리영thenaily_young,2022/12,0.0,0.0,
863,더네일리영thenaily_young,2023/01,0.0,0.0,
864,더네일리영thenaily_young,2023/02,0.0,0.0,
865,더네일리영thenaily_young,2023/03,0.0,0.0,
866,더네일리영thenaily_young,2023/04,0.0,0.0,
867,더네일리영thenaily_young,2023/05,0.0,0.0,
868,더네일리영thenaily_young,2023/06,0.0,0.0,
869,더네일리영thenaily_young,2023/07,0.0,0.0,
870,더네일리영thenaily_young,2023/08,15.0,1.0,0.5176152690597202
871,디렉터 파이,2022/08,532.0,5.0,0.7822141105191357
872,디렉터 파이,2022/09,278.0,3.0,0.524708869546504
873,디렉터 파이,2022/10,119.0,2.0,0.5158625272156946
874,디렉터 파이,2022/11,643.0,3.0,0.7720562837567441
875,디렉터 파이,2022/12,1746.0,5.0,0.7977532231048287
876,디렉터 파이,2023/01,469.0,4.0,0.7408851311471356
877,디렉터 파이,2023/02,572.0,5.0,0.649381583533837
878,디렉터 파이,2023/03,546.0,3.0,0.8342473145620323
879,디렉터 파이,2023/04,455.0,4.0,0.7268132741794412
880,디렉터 파이,2023/05,461.0,2.0,0.7460499891176605
881,디렉터 파이,2023/06,382.0,5.0,0.6539842098410514
882,디렉터 파이,2023/07,306.0,4.0,0.6591329480782309
883,디렉터 파이,2023/08,338.0,4.0,0.753056350551747
884,디얼빈dearbeen,2022/08,13.0,1.0,0.9310706317424774
885,디얼빈dearbeen,2022/09,18.0,2.0,0.7573661599840437
886,디얼빈dearbeen,2022/10,0.0,0.0,
887,디얼빈dearbeen,2022/11,0.0,0.0,
888,디얼빈dearbeen,2022/12,0.0,0.0,
889,디얼빈dearbeen,2023/01,0.0,0.0,
890,디얼빈dearbeen,2023/02,0.0,0.0,
891,디얼빈dearbeen,2023/03,0.0,0.0,
892,디얼빈dearbeen,2023/04,0.0,0.0,
893,디얼빈dearbeen,2023/05,0.0,0.0,
894,디얼빈dearbeen,2023/06,0.0,0.0,
895,디얼빈dearbeen,2023/07,0.0,0.0,
896,디얼빈dearbeen,2023/08,0.0,0.0,
897,디자이너윤뉴,2022/08,41.0,2.0,0.861232800303765
898,디자이너윤뉴,2022/09,5.0,1.0,0.9088410139083862
899,디자이너윤뉴,2022/10,2.0,1.0,0.46314121782779694
900,디자이너윤뉴,2022/11,11.0,3.0,0.5360293984413147
901,디자이너윤뉴,2022/12,10.0,2.0,0.7199571647427299
902,디자이너윤뉴,2023/01,1.0,1.0,0.5513713955879211
903,디자이너윤뉴,2023/02,2.0,1.0,0.9147364695866903
904,디자이너윤뉴,2023/03,1.0,1.0,0.8190251588821411
905,디자이너윤뉴,2023/04,1.0,1.0,0.1877751648426056
906,디자이너윤뉴,2023/05,0.0,1.0,
907,디자이너윤뉴,2023/06,0.0,0.0,
908,디자이너윤뉴,2023/07,5.0,1.0,0.7662363409996032
909,디자이너윤뉴,2023/08,0.0,0.0,
910,라웁스laoops,2022/08,14.0,1.0,0.7353569560430266
911,라웁스laoops,2022/09,41.0,1.0,0.6780735750993093
912,라웁스laoops,2022/10,20.0,1.0,0.796128147178226
913,라웁스laoops,2022/11,45.0,3.0,0.8563232321775597
914,라웁스laoops,2022/12,16.0,2.0,0.7197557298673524
915,라웁스laoops,2023/01,0.0,0.0,
916,라웁스laoops,2023/02,0.0,0.0,
917,라웁스laoops,2023/03,28.0,1.0,0.7686118086179098
918,라웁스laoops,2023/04,0.0,0.0,
919,라웁스laoops,2023/05,0.0,0.0,
920,라웁스laoops,2023/06,0.0,0.0,
921,라웁스laoops,2023/07,10.0,1.0,0.5407969214414295
922,라웁스laoops,2023/08,0.0,0.0,
923,라이크스윗망고-HealthyandSimpleLife,2022/08,408.0,4.0,0.7405681859994503
924,라이크스윗망고-HealthyandSimpleLife,2022/09,222.0,4.0,0.8187316958531518
925,라이크스윗망고-HealthyandSimpleLife,2022/10,76.0,3.0,0.7780977517181302
926,라이크스윗망고-HealthyandSimpleLife,2022/11,91.0,4.0,0.6871287731782478
927,라이크스윗망고-HealthyandSimpleLife,2022/12,212.0,3.0,0.6464400082826615
928,라이크스윗망고-HealthyandSimpleLife,2023/01,121.0,4.0,0.8683448247611523
