,제목,URL,조회수,업데이트 날짜,영상 길이,영상 좋아요 수
131,이러고논다고? 핫한 폭탄주 8가지 음주 리뷰(대박 맛난 폭탄주 비율) | 샨토끼 샨앤리우,https://www.youtube.com/watch?v=AZxfa2f3jcU,89003,2019-11-23,0:17:19,
132,"2~6만원대! 아뜨랑스 쇼핑몰  7벌 리뷰(니트,원피스..!) | 샨토끼 김사은",https://www.youtube.com/watch?v=X3u1m7YB3sk,146327,2019-11-15,0:16:24,
133,없으면 불안해! 쟁이고 쓰는 아이템 5 추천 | 샨토끼 김사은,https://www.youtube.com/watch?v=08yNoaTKlwY,150688,2019-11-09,0:10:19,
134,10살 젊어지는!시어머니 메이크업 해드림 | 샨토끼 김사은,https://www.youtube.com/watch?v=uSqv5SbunGM,45428,2019-11-01,0:13:41,
135,"원피스 맛집?! 밀크코코아 쇼핑몰 7벌 하울 (데일리원피스,얼굴확사는원피스 등) | 샨토끼 김사은",https://www.youtube.com/watch?v=hWon6o_2GCQ,168242,2019-10-25,0:17:05,
136,"비싼값할까?백화점 쿠션 4가지 리뷰(에스티로더,맥,디올,헤라)  | 샨토끼 김사은",https://www.youtube.com/watch?v=aOjBP2qlYzU,120319,2019-10-18,0:14:37,
137,취했니? 전국 막걸리 11종 리뷰 |샨토끼 샨앤리우,https://www.youtube.com/watch?v=TBklx3eYiP8,125451,2019-10-11,0:16:25,
138,1등엔 이유가있다?! 쿠팡 1위 제품들로만 메이크업하기 2019 | 샨토끼 김사은,https://www.youtube.com/watch?v=ia853V1p7Ao,165208,2019-10-04,0:11:18,
139,"품절대란! 가을 신상 쿠션 4종 리뷰 (건성쿠션/지성쿠션,클리오,에스쁘아,헉슬리..) | 샨토끼",https://www.youtube.com/watch?v=cL-uigdDBm8,351575,2019-09-28,0:14:14,
140,"다이어트 관련 질문/답변(정체기,허벅지살,마법의날,식욕억제,탈모 등) | 샨토끼 다이어트 상담소",https://www.youtube.com/watch?v=sASuzYjrj4Y,113119,2019-09-20,0:09:21,
141,"자라 가을 신상 하울 (원피스,블라우스,후드티,자켓) | 샨토끼",https://www.youtube.com/watch?v=ImfThDyviUU,238650,2019-09-12,0:12:32,
142,올리브영 여성필수품 7가지 추천  | 샨토끼,https://www.youtube.com/watch?v=K-gvmdGaQNY,339221,2019-09-07,0:10:08,
143,뷰티 유튜버를 시작하는 아주 쉬운 방법(with 갤럭시노트10) | 샨토끼,https://www.youtube.com/watch?v=qgN_ZQKsQxs,15048,2019-08-31,0:05:28,
144,"가지고 있는 귀걸이 소개&하울! (길이별 매칭 방법,보관함,직접 만든 귀걸이..등) | 샨토끼",https://www.youtube.com/watch?v=HxSfKAYCF7k,55083,2019-08-24,0:11:01,
145,"-5kg날씬해보이는 방법(하체비만커버,상체커버 등) | 샨토끼",https://www.youtube.com/watch?v=qeEQ5Rv4t6E,230812,2019-08-10,0:06:38,
146,아이유 호텔델루나 장만월 메이크업 | 샨토끼,https://www.youtube.com/watch?v=RelSQnZvuCY,43313,2019-08-03,0:08:15,
147,2~5만원대!여름 원피스 7벌 하울 | 샨토끼,https://www.youtube.com/watch?v=9-d1EdWmK5Y,162073,2019-07-27,0:10:02,
148,지각이다!올로드샵 5분 메이크업(데일리메이크업) | 샨토끼,https://www.youtube.com/watch?v=pqg1u3XG0A0,45459,2019-07-20,0:05:56,
149,"16kg 빼고 유지식단 & 운동!  샨토끼 다이어트 유지편(유지어터식단,급찐급빠) | 샨토끼",https://www.youtube.com/watch?v=jyChCsOPYfo,562182,2019-07-13,0:09:19,
150,무슨 향수 써요? 묻게한 올리브영 향수 추천템 5가지 | 샨토끼,https://www.youtube.com/watch?v=ubSaZN7RAbE,433180,2019-06-29,0:07:01,
151,"신발 80켤레?! 나의 신발 추천/하울 (샌들,로퍼,구두,부츠 등) | 샨토끼",https://www.youtube.com/watch?v=_PZLUZmVe4Q,89464,2019-06-22,0:16:05,
152,"자라 신상 50만원 하울(원피스,블라우스,바지,티셔츠 등) | 샨토끼",https://www.youtube.com/watch?v=ajxOc6urLjE,175514,2019-06-15,0:10:14,
153,2주만 해봐! 블랙헤드 없애는 3가지 방법! | 샨토끼,https://www.youtube.com/watch?v=7JT5Lhhqx7s,120792,2019-06-08,0:05:47,
154,"너무 빠져서 중단?! 6일안에 -3키로! 샨토끼 다이어트 실전+응용편 (식단,급찐급빠) | 샨토끼",https://www.youtube.com/watch?v=lVHff8uQ_bg,2070489,2019-06-01,0:10:14,
155,운동갈때 하는 물광 데일리 메이크업 | 샨토끼,https://www.youtube.com/watch?v=0vGAnR8h0UQ,21134,2019-05-24,0:07:53,
156,차 안에서 같이 메이크업해요 +휴게소 먹방(소떡소떡)+대게/게딱지 볶음밥 먹방/오락실 vlog | 샨토끼,https://www.youtube.com/watch?v=vtJYrA9Gw8A,19402,2019-05-17,0:11:10,
157,"봄 룩북, 기본템으로 화사하게! (셔츠,자켓,스커트) | 샨토끼",https://www.youtube.com/watch?v=jNuNN-BmyF0,29970,2019-05-03,0:07:40,
158,유해성분 0개! 올리브영 데일리템 6가지 추천! | 샨토끼,https://www.youtube.com/watch?v=KHfpZHWamIM,79094,2019-04-27,0:06:18,
159,생일날 메이크업 머리부터 향수까지(?) 같이 준비해요! #grwm | 샨토끼,https://www.youtube.com/watch?v=aJvwkLCIBao,29853,2019-04-19,0:14:02,
160,[피부관리 Vlog] 미세 먼지 속에서 살아남기 위한 발버둥+선물이벤트!  |샨토끼,https://www.youtube.com/watch?v=bO0GwdbfA7Y,49523,2019-04-13,0:11:09,
161,향덕후의 가짜 향수 구분하는 6가지 방법 (+내 향수의 유통기한 알아보는 사이트) | 샨토끼,https://www.youtube.com/watch?v=g7TZtZD83Cc,50298,2019-04-06,0:05:34,
162,청순하고 단아한 승무원 메이크업 | 샨토끼,https://www.youtube.com/watch?v=OmdsF_xAJbc,63795,2019-04-03,0:06:39,
163,16kg빼고 10년 유지 중인 언니가 알려주는 다이어트 식단 '응용 편' | 산토끼 다이어트,https://www.youtube.com/watch?v=OBmEngaynHM,178262,2019-03-27,0:06:56,
164,예민+건조 피부 5일 매끈 복구 관리법 (올리브영 한정판 꿀조합 제품 추천! ) | 샨토끼,https://www.youtube.com/watch?v=X15a4dp9NKI,27761,2019-03-23,0:07:32,
165,피부 뒤집어진 날🤔좋아보이게 하는 메이크업!  같이 준비해요 | 샨토끼,https://www.youtube.com/watch?v=hk7bFab-Dv0,34821,2019-03-15,0:09:46,
166,"400만원짜리 비즈니스 클래스석+ VIP라운지 리뷰(기내식,화장실,놀거리..등)  | 샨토끼",https://www.youtube.com/watch?v=7lhstSlDyLM,106394,2019-03-09,0:12:03,
167,"향덕후의 향수 뿌리는 방법 (지속력 2배,은은하게 +대박 포인트! ) | 샨토끼",https://www.youtube.com/watch?v=TeQE5dABdms,365999,2019-03-02,0:03:56,
168,종아리 셀프 경락하기! (얇고 매끈하게 붓기빼기/ 셀룰라이드 제거)  | 샨토끼 홈트레이닝,https://www.youtube.com/watch?v=ZaDeF-LZv1Q,255432,2019-02-23,0:07:20,
169,"정말 좋을까?  인기 파데,쿠션(임블리 꿀광쿠션/광채 쿠션,조성아 스틱 파운데이션,홍진영 홍샷 파운데이션, 블리블리) 4종 리뷰 | 샨토끼",https://www.youtube.com/watch?v=Esvcl15xBCM,100698,2019-02-16,0:09:59,
170,일주일만 해봐! 피부가 확 좋아지는 홈케어 비법(올리브영제품사용) | 샨토끼,https://www.youtube.com/watch?v=9ALiYSpHYg0,446612,2019-02-09,0:05:55,
171,"쓱쓱 입기 편한 니트 룩북 6가지(봄까지 쭉 입을 니트, 편한 니트바지,스니커즈, 비니활용 등) | 샨토끼",https://www.youtube.com/watch?v=1RoWUWUZRnQ,70964,2019-02-01,0:06:05,
172,"향기 신박템 리뷰 (먹는향수,정수리향수,종이향초,향기파스) 리뷰 | 샨토끼",https://www.youtube.com/watch?v=zFozVvNWkkk,49852,2019-01-26,0:10:11,
173,한듯안한듯 데일리 '5분 메이크업' 같이 준비해요🌹 | 샨토끼,https://www.youtube.com/watch?v=xPZehwvXOXg,34426,2019-01-18,0:03:51,
174,인간 샤넬 블랙핑크 '제니' 커버 메이크업 | 샨토끼,https://www.youtube.com/watch?v=BvibBfw5f3o,127511,2019-01-12,0:08:40,
175,일본가면 꼭 먹는 4가지+면세 쇼핑 하울+술🍻 | 샨토끼,https://www.youtube.com/watch?v=1DgzelJQNDI,33364,2019-01-04,0:10:37,
176,"초간단! 여행 4박5일 짐싸기 꿀팁 (신박템,기초,화장품,옷체크리스트) | 샨토끼",https://www.youtube.com/watch?v=lVJO4mQ-Akg,46743,2018-12-29,0:14:05,
177,"따라하기 쉬운 겨울 룩북 6가지(코트,숏패딩,니트,부츠,원피스..)| 샨토끼 옷장",https://www.youtube.com/watch?v=QZt3IofvmDQ,727601,2018-12-22,0:05:50,
178,"눈매별 아이라인 &섀도우 공식 + 라이너 종류 고르기 (무쌍,속쌍,겉쌍,짝눈) | 샨토끼",https://www.youtube.com/watch?v=pg9mMQ4knP8,2117168,2018-12-15,0:11:53,
179,"품절대란 홈쇼핑 쿠션 4종(홍진영 미바 쿠션,견미리쿠션,이유리쿠션,조성아대왕쿠션) 리뷰 | 샨토끼 영수증",https://www.youtube.com/watch?v=WH2v7138RP8,418956,2018-12-07,0:09:53,
180,피부 완전 좋아보이는 쌩얼 물광 데일리 메이크업| 샨토끼,https://www.youtube.com/watch?v=Q__jevJvDqE,109640,2018-12-01,0:08:26,
181,7만원짜리 영화관?! + 먹방 브이로그 | 샨토끼,https://www.youtube.com/watch?v=bviyKTYq_Oc,26587,2018-11-22,0:05:20,
182,촉촉! 올리브영 보습 추천템 6가지! | 샨토끼,https://www.youtube.com/watch?v=fvb8P04pyF4,78716,2018-11-17,0:07:20,
183,20만 QnA 큐앤에이(과거?요요?폭식?)+선물이벤트💕 | 샨토끼,https://www.youtube.com/watch?v=oJ0wHoukM1Q,16737,2018-11-10,0:09:15,
184,다이어트 식단 '살빼쌈' 만들기편 | 샨토끼 다이어트,https://www.youtube.com/watch?v=rybJi3uuZsI,38536,2018-11-07,0:03:53,
185,품절각! 로드샵+sns핫템 7종 리뷰! | 샨토끼,https://www.youtube.com/watch?v=qeEv3DUFJw8,100185,2018-10-30,0:09:44,
186,"춥다! 가을아우터♡ 6벌 추천(산드로,마쥬,쟈딕앤볼테르) | 샨토끼",https://www.youtube.com/watch?v=4zGyt0QH_D8,32508,2018-10-26,0:08:35,
187,할로윈 줄리엣 천사 메이크업 | 샨토끼,https://www.youtube.com/watch?v=cax4FfhyP5g,18532,2018-10-24,0:06:24,
188,바디판타지 디즈니 바디미스트 5종 향기 리뷰! | 샨토끼,https://www.youtube.com/watch?v=v94CYVk45JE,104566,2018-10-19,0:07:57,
189,""" 얼굴에 뭐 했어요? "" 관리하는 날! (얼굴경락샵,탈색,네일..) | 샨토끼",https://www.youtube.com/watch?v=N8wkN41yT_Y,57876,2018-10-13,0:12:15,
190,"보이면 사라! 쟁여놓는 아이템 6가지 강추! (입술관리,스킨케어,쿠션..등),| 샨토끼",https://www.youtube.com/watch?v=IodexHgGvIw,169995,2018-10-05,0:07:54,
191,라면국물티백!? 다이어트중 라면 국물 먹고 싶을때! | 샨토끼,https://www.youtube.com/watch?v=Huc71032Xbo,34503,2018-09-28,0:03:59,
192,"가을 블라우스만 94만원 하울! (자주가는 쇼핑몰,산드로,마쥬..)|샨토끼",https://www.youtube.com/watch?v=LSIFItcABKY,105636,2018-09-21,0:16:40,
193,[Eng sub] 올리브영 신박템 추천 6가지 | 샨토끼,https://www.youtube.com/watch?v=Ati2Hz7xrUY,107197,2018-09-13,0:08:56,
194,400만 구독자 갓포니가 만든 '포니이펙트' 원브랜드 리뷰 | 샨토끼,https://www.youtube.com/watch?v=ivlZ2MyMkhg,57784,2018-09-08,0:10:38,
195,"아침대용! 다이어트 포만감 쉐이크 만들기(지방분해,변비에 짱!) | 샨토끼 다이어트",https://www.youtube.com/watch?v=ZNs1AN7NZys,87946,2018-08-31,0:05:38,
196,[Eng sub] 안사면 바보! 3천~5천원 동대문 옷 쇼핑 하울 | 샨토끼,https://www.youtube.com/watch?v=neueJ9-hWlg,74166,2018-08-24,0:12:57,
197,괌에서 같이 준비해요! '여행 파우치 필수템'  | 샨토끼,https://www.youtube.com/watch?v=CbFIuwWBTSs,36208,2018-08-18,0:11:52,
198,[Eng sub]올리브영 다이어트 간식템 추천 7가지 | 샨토끼 다이어트,https://www.youtube.com/watch?v=s0YwLe1Qf7w,120061,2018-08-14,0:07:29,
199,[Eng sub] 무더위 꿀템! 단돈 천원! 예쁜 똥머리 만들기(올림머리) | 샨토끼 꿀템,https://www.youtube.com/watch?v=q1NCCEo4Iaw,27288,2018-08-09,0:03:47,
200,[Eng sub] '트리플 H' 현아 메이크업 ( 레트로 퓨쳐 ) | 샨토끼,https://www.youtube.com/watch?v=UQJD81cNFjw,99549,2018-07-28,0:08:44,
201,[Eng]안보면 바보! 절대 안 빠지던 살을 빼준 비법 '전신 유산소 운동'편 | 산토끼 다이어트,https://www.youtube.com/watch?v=OuKOLjE9dtY,161561,2018-07-21,0:06:01,
202,같이 쇼핑해요! 일본 인기 뷰티템 다 있네?!  '삐에로 쑈핑' ( 돈키호테 한국판!  )  | 샨토끼,https://www.youtube.com/watch?v=NbJGkMotw-M,62892,2018-07-13,0:06:30,
203,[Eng sub] 이건 사야해! 올리브영 여름 추천템 10개!  | 샨토끼,https://www.youtube.com/watch?v=P_-n9wNbesM,114702,2018-07-07,0:09:08,
204,[Eng] 장마때도 멀쩡한 청순 워터프루프 메이크업 | 샨토끼,https://www.youtube.com/watch?v=_m0xluYbRYs,54503,2018-06-29,0:11:20,
205,"[당첨자 발표💜] 180만원 ! 선물을 쏩니다! ( 향수,틴트,쿠션,바디로션,팩 등등..) | 샨토끼",https://www.youtube.com/watch?v=3RNBdbb8M18,20778,2018-06-22,0:08:15,
206,"[Eng sub] 매일 쓰는 욕실템 소개(트리트먼트,스크럽,향기제품등) | 샨토끼",https://www.youtube.com/watch?v=Okoxa1mSkhE,39137,2018-06-16,0:08:46,
207,[Eng sub] 허벅지 안쪽/앞쪽살 불태우기 ! 운동편 | 샨토끼 다이어트,https://www.youtube.com/watch?v=EZF9kAEZtsI,292108,2018-06-10,0:11:09,
208,[Eng sub] 진짜 걸그룹의 무대용&데일리 파우치로 메이크업! (w.나인뮤지스 소진) | 샨토끼,https://www.youtube.com/watch?v=gPS7bEagUOY,121724,2018-06-03,0:11:34,
209,"[Eng sub] 예쁨 터지는 '하객' 메이크업 (립꿀조합,글리터) |샨토끼",https://www.youtube.com/watch?v=eirVW5zqxMY,57339,2018-05-26,0:11:00,
210,[Eng sub]먹어도 괜찮아!! 맵고 짠 다이어트 '간식' 편 | 샨토끼 다이어트,https://www.youtube.com/watch?v=EspHpn8eB4I,194320,2018-05-18,0:08:36,
211,"[Eng sub] 밥 잘 사주는 예쁜 누나 '손예진' 메이크업(머리 묶는 법,쌩얼 메이크업) | 샨토끼",https://www.youtube.com/watch?v=abOqEmp-h4M,51549,2018-05-13,0:10:04,
212,[Eng sub] 형광등이 팡 켜지는 승무원 메이크업 | 샨토끼,https://www.youtube.com/watch?v=BhvFp6N5zDM,111483,2018-05-06,0:05:47,
213,[Eng sub] 팔뚝살 타파! 가늘고 긴 발레리나 팔뚝만들기 운동 | 샨토끼 다이어트,https://www.youtube.com/watch?v=bSERwwj6_Uw,100106,2018-05-04,0:11:35,
214,"[Eng sub]일본인 친구가 추천한 1등 제품 화장_컬러렌즈,아이라이너,블러셔 | 샨토끼 영수증",https://www.youtube.com/watch?v=KwIRwn7M0G8,60587,2018-04-28,0:12:03,
215,[Eng sub] 다이어트 식단 '샌드위치' 만들기편 | 샨토끼 다이어트,https://www.youtube.com/watch?v=IkHylTvLBJo,220672,2018-04-23,0:06:29,
216,"[Eng sub] 나만 알고 싶은 향기 가게 소개(향초추천,섬유 향수,장미디퓨져 등) | 산토끼",https://www.youtube.com/watch?v=4LOsNJq8qjE,43304,2018-04-18,0:09:40,
217,"[Eng sub] 데이트 필수품! 여아이돌도 쓴다?! 키스를 부르는 장미향 가글 (feat.미세먼지,황사) | 샨토끼 꿀템",https://www.youtube.com/watch?v=ygE2gHtZnTo,45462,2018-04-11,0:07:05,
218,"[Eng sub] 화장대&화장품 타워 공개! 꿀템이 넘쳐남! (예쁜 글리터,블러셔,쿠션 등 소개) | 샨토끼",https://www.youtube.com/watch?v=4FTYB0bbuXU,143128,2018-04-06,0:15:20,
219,[Eng sub] 얇은 종아리 + 허벅지 라인 만드는 '폼롤러' 경락 | 샨토끼 다이어트,https://www.youtube.com/watch?v=kiMTw7BisNg,579101,2018-03-31,0:08:51,
220,"미술관가는 날♡같이 준비해요 (맥에서 추천템, 내 친구도 극찬한 파데, 밀착짱 컨실러, 애교살 빵!올라오는 섀도)| 산토끼|",https://www.youtube.com/watch?v=GkaXBTRuVHY,36270,2018-03-27,0:12:28,
221,"[Eng sub] 화장하기 진짜 귀찮고 싫을때 쓰는 제품으로 화장 (집앞고정쿠션,아이라인타투에 대해,운동할때화장,블러셔립한방에!..등) | 샨토끼",https://www.youtube.com/watch?v=MPCwt7Ukw14,199362,2018-03-21,0:12:04,
222,"바르기만 하면 물어보는 데일리립 꿀조합 (웜톤,핑크레드,코랄,말린장미,틴트)  | 샨토끼",https://www.youtube.com/watch?v=lvNRBmK2KSk,98499,2018-03-15,0:05:12,
223,43~44kg까지 빼고 10년째 유지 중인 '생활 습관'편 | 샨토끼 다이어트,https://www.youtube.com/watch?v=Uk8snTyO9yo,287824,2018-03-09,0:07:25,
224,"이건사야해! 72만원, 초예쁨 핑크 화장대 언박싱 ( 캐리어 화장대, 분장실 조명, 고데기 가능) | 샨토끼",https://www.youtube.com/watch?v=qYHekQVLd3g,195272,2018-03-04,0:06:35,
225,"자주가는 관리 샵 1탄 !  같이 네일하러가요! ( 네일 받을때 추천 팁, 찢어진 손톱 복구, 털(?)네일,미러 파우더 등)  | 샨토끼",https://www.youtube.com/watch?v=FlMKlmexoSU,75821,2018-02-28,0:03:59,
226,"쿠팡 판매량 1위 제품들로만 메이크업 & 리뷰 ( 물광쿠션, 착붙템 립컬러 , 쓰기편한 블러셔..등등) | 샨토끼의 화장품 영수증",https://www.youtube.com/watch?v=TX32sdAGRIk,137208,2018-02-14,0:11:59,
227,"인생 향수 14종 대공개 (달콤한 디저트 향수,20만원대 고렴이 향수,학생 저렴이 향수,섹시해지는 향수.. 등등) | 샨토끼",https://www.youtube.com/watch?v=OQWnJh89NgY,433741,2018-02-10,0:13:02,
228,"QnA 질문답변 | 얼굴 살빼는법,주량,종아리붓기,다이어트,사는곳,퍼스널컬러,식단 등등! | 샨토끼",https://www.youtube.com/watch?v=B0QJwCgTmqI,164793,2018-02-05,0:14:56,
229,언니 머리색 뭐예요?  핑크브라운 염색(신상 염색시술 소개)  | 샨토끼,https://www.youtube.com/watch?v=NsY5QcdQCDE,96487,2018-01-31,0:05:01,
230,노보정 엉뽕! 골반뽕! '예쁜 골반 만들기' 하체 운동편 | 샨토끼 다이어트,https://www.youtube.com/watch?v=3vJ8fLz2O4E,214466,2018-01-26,0:11:18,
231,"이건 사야돼 ! 피부 뽀샤시 포토샵해주는 파우더, 바르는 파우더 향수, 샴푸향기나는 향수 + 오사카 쇼핑 브이로그  | 샨토끼 꿀템",https://www.youtube.com/watch?v=HiYOtng0HP0,140441,2018-01-19,0:07:36,
232,"[Eng/JPN sub] 일단 일주일만 해봐 , 다이어트에 효과 빠른 '유산소' 편 , 땀이 안날수가 없어! | 샨토끼 다이어트",https://www.youtube.com/watch?v=RYaPN6UZnyM,1173228,2018-01-15,0:06:32,
233,"초보 메이크업 꿀템! 연예인 파우치 속 필수템 , 응답하라 1994 '도희' 편  | 샨토끼",https://www.youtube.com/watch?v=JYXl52cqxks,144116,2018-01-09,0:15:08,
234,[Eng/JPN sub] 안빠질수가 없어 ! 16kg 감량한 언니가 알려주는 딱 일주일 짜리 '식단' 편 | 샨토끼 김사은,https://www.youtube.com/watch?v=iMKao1qkfWM,6820821,2018-01-04,0:10:10,
235,"만지고 싶다 ! 부드럽고, 향기 좋은 바디 피부를 만드는 인생템 소개 | 샨토끼 꿀템",https://www.youtube.com/watch?v=u08U6HSj17I,133510,2017-12-29,0:05:37,
236,잠옷이 왤케 비싸?! 혹한기 77만원 잠옷 하울 ( 이거살려고 오사카까지 다녀옴 )  | 샨토끼 꿀템,https://www.youtube.com/watch?v=2Lqi6Qza8hI,43650,2017-12-17,0:05:58,
237,사랑스러운 겨울 데이트 핑크 메이크업  | 샨토끼,https://www.youtube.com/watch?v=eN0KLcBaXaE,27230,2017-12-09,0:12:01,
238,청담동 샵에서 쓰는 헤어오일 + 10분이면 여신머리 만드는 고데기 공개! | 샨토끼,https://www.youtube.com/watch?v=Wdqikn6Ar20,43369,2017-11-28,0:04:20,
239,수능 졸업생을 위한! 여대생st. 레드벨벳 아이린 데일리 메이크업 | 샨토끼,https://www.youtube.com/watch?v=h0DZYPag7nw,110814,2017-11-23,0:11:40,
240,600만원짜리 비즈니스 클래스석 후기! 기내에 칵테일바가?! 구석구석 탐방!  | 샨토끼,https://www.youtube.com/watch?v=jveoCyFv4_A,330567,2017-11-19,0:06:02,
241,베이스가 탱탱해보이는 낮과 밤 스킨케어법  ('수지' 투명 메이크업) | 샨토끼,https://www.youtube.com/watch?v=yyETvnNnr1E,45777,2017-11-15,0:08:25,
242,블링블링한 오렌지 메이크업 🌺한강 데이트 Ootd 메이크업 | 샨토끼,https://www.youtube.com/watch?v=EAB_SJpl4bs,42776,2017-10-23,0:07:03,
243,"사랑의 온도, 가을 데이트 메이크업 | 샨토끼",https://www.youtube.com/watch?v=jRSALQkJ_lg,51542,2017-10-16,0:08:20,
244,썸탈꺼야 ! 여친짤 레드립 메이크업 | 샨토끼,https://www.youtube.com/watch?v=63SeJloXVMk,180889,2017-10-04,0:10:13,
245,투명한 피부와 깊은 눈매의 추석 한복 메이크업 | 샨토끼,https://www.youtube.com/watch?v=OqcXrhvmc8Q,40727,2017-09-27,0:09:48,
246,데일리 버전 '선미' 메이크업 (매혹적인 코랄 메이크업) |  샨토끼,https://www.youtube.com/watch?v=Gy-o7YI_QOI,126588,2017-09-20,0:08:43,
247,"일본 오사카 자유여행기 ! 이건 꼭 먹어봐야한다! ( 편의점, 쿠시카츠,라멘 등) | 샨토끼",https://www.youtube.com/watch?v=sORn_59yY1E,92266,2017-09-10,0:14:56,
248,일본에서 같이준비해요! 청순반짝 데일리 메이크업.  get ready with me !  | 샨토끼,https://www.youtube.com/watch?v=OaY27m8Dufc,51429,2017-09-02,0:04:32,
249,면접 프리패스! 단아함의 끝판왕! 아나운서 메이크업 | 샨토끼,https://www.youtube.com/watch?v=sIIepW7UeOk,58991,2017-08-27,0:04:37,
250,전부 5천원?! 다이소 '0720' 화장품 과즙상 핑크메이크업! | 샨토끼,https://www.youtube.com/watch?v=1IAIKjRZKDM,58782,2017-08-23,0:04:49,
251,'마법의 파우치 '로 블링블링 메이크업! | 샨토끼,https://www.youtube.com/watch?v=PhMJbtQAHW4,45740,2017-08-18,0:05:01,
252,"물광 피부 만드는 데일리 스킨 케어 비법  !   ( 초민감성 , 건성피부 ) | 샨토끼 스킨케어",https://www.youtube.com/watch?v=nUSvm0cZLvU,116137,2017-08-09,0:03:32,
253,나만 알고싶은 '애프터 100%' 매혹적인 핑크 메이크업 | 샨토끼 김사은,https://www.youtube.com/watch?v=Kyn_W3Qx04s,173420,2017-08-04,0:06:09,
254,"""쟤 누구야?"" 카페안 시선 집중 ! 브라운 카페라떼 메이크업  |  샨토끼",https://www.youtube.com/watch?v=zwAT0cvsYb0,35240,2017-07-31,0:05:14,
255,"유혹의 시작 ,빨간맛 메이크업 | 샨토끼 5분 메이크업",https://www.youtube.com/watch?v=r-7jArg4bCY,79152,2017-07-24,0:04:14,
256,남친 습격 5분 메이크업 '여름'편 | 샨토끼 5분 메이크업,https://www.youtube.com/watch?v=G7fq5hPUYLg,36128,2017-07-16,0:02:52,
257,놓치면 후회하는!  훈녀 변신  '컬러 렌즈' 6종 추천 | 샨토끼 렌즈,https://www.youtube.com/watch?v=LrQjXs1JJQc,119096,2017-07-03,0:07:55,
258,비오는날 하고싶은 청순그윽 메이크업 | 샨토끼 5분 메이크업,https://www.youtube.com/watch?v=HFBdZRLVkK8,47277,2017-06-30,0:03:31,
259,과즙미 팡팡  '김세정' 커버 메이크업 (  데일리 음영 메이크업 ) with sub | 샨토끼,https://www.youtube.com/watch?v=LmVeSEKxTbs,19070,2017-06-19,0:08:54,
260,섹시가수를 더 섹시하게 만드는 가을웜톤 메이크업 | 샨토끼 의 스타파우치,https://www.youtube.com/watch?v=8g-o6Tk13Bs,24822,2017-06-11,0:12:16,
261,[올로드샵] 트와이스 사나 '시그널 메이크업 ' 학생 메이크업 with sub | 샨토끼,https://www.youtube.com/watch?v=887uXuoZp6Q,23382,2017-05-31,0:04:26,
262,청순 살구빛🍑 셀프 웨딩 메이크업 (지속력 갑! ) with sub | 샨토끼,https://www.youtube.com/watch?v=uxbPS2vGYpw,43643,2017-05-29,0:05:32,
263,'낮보다는 밤' exid 하니 메이크업 with sub | 샨토끼,https://www.youtube.com/watch?v=z83Fb7cYla8,27353,2017-05-14,0:13:42,
264,'보아' BoA  세미 스모키  메이크업 (kpop star ) | 샨토끼,https://www.youtube.com/watch?v=myPA1yujfiI,30124,2017-05-07,0:16:27,
265,인간 벚꽃 '정채연' 커버 메이크업(쿨톤 메이크업) | 샨토끼,https://www.youtube.com/watch?v=JydqR8kwxiE,52527,2017-04-30,0:09:30,
266,[Like vs  UnLike]  페리페라 잉크더 벨벳 2017 봄신상 전색상 리뷰!  | 샨토끼,https://www.youtube.com/watch?v=wpxV5QTEk-g,62808,2017-04-21,0:10:28,
267,"하와이 자유 여행 2탄! (파인애플 농장,호놀룰루 동물원,바베큐윙 먹방) | 샨토끼",https://www.youtube.com/watch?v=t8FHeGSH-CA,29385,2017-04-04,0:07:22,
268,"음영 여신 이성경 , '블랙 블라우스' 화보 커버 메이크업! | 샨토끼",https://www.youtube.com/watch?v=j6J-hmGslAA,34666,2017-03-28,0:07:39,
269,"헐리우드에서 한다는  신기한 붙임머리, 나도 해봤다! | 샨토끼",https://www.youtube.com/watch?v=B_td8uT1bEw,51388,2017-03-22,0:03:46,
270,"라이더 자켓, 인스타그램 셀카 문의 폭주 메이크업 ! | 샨토끼",https://www.youtube.com/watch?v=JNnMTj-pgE4,25683,2017-03-19,0:05:54,
271,"하와이 자유 여행 1탄! (먹방,세포라,커피 농장) | 샨토끼",https://www.youtube.com/watch?v=OXqxcWj3qQE,31887,2017-03-06,0:09:33,
272,'예쁜 증명사진 만들기' 음영메이크업 | 샨토끼,https://www.youtube.com/watch?v=1muak1XBCvY,29847,2017-03-02,0:06:17,
273,로드샵 학생 메이크업 꿀팁! | 샨토끼,https://www.youtube.com/watch?v=Yxao61w1xA0,78859,2017-02-20,0:09:54,
274,(요청폭주!)꿀피부 쌩얼 스킨케어 루틴! | 샨토끼,https://www.youtube.com/watch?v=MCYfwqiSqjw,202029,2017-02-13,0:07:14,
275,설레는 로즈핑크 베이비돌 메이크업 | 샨토끼,https://www.youtube.com/watch?v=lOa3Xg8eEMw,76430,2017-02-04,0:09:17,
276,일본 도쿄 자유 여행기! (먹방과 도쿄 디즈니랜드 ) | 샨토끼,https://www.youtube.com/watch?v=mW2M5TjhgJM,92298,2017-02-01,0:07:43,
277,"로드샵 메이크업 꿀템, 설날 세뱃돈으로 득템하소서! | 샨토끼",https://www.youtube.com/watch?v=E43P7jmD1nQ,86260,2017-01-25,0:04:26,
